"","nickname","class_primary","total_games","kills","assists","deaths","dpm","hpm","kad","kd","dtm","deathspm","killspm","cpm","gamescore","impact","survive","efficiency","objective","perc_dpm","perc_kad","perc_dtm","perc_deathspm","perc_cpm","perc_kd","perc_kpm","perc_damageperheal","perc_damageperdt"
"59","chief","soldier",7,18,6.28571428571429,23.7142857142857,254.58031724597,217.821591222335,1.02409638554217,0.759036144578313,296.7692724463,0.887771192417,0.625820054276765,0.0643193096208786,40.7392200863383,0.461002643356709,0.389855682970355,0.301717286774634,0.442637825107481,0.458821840629071,0.401212557081991,0.68825826126414,0.611383788284064,0.305247134077736,0.418861230709251,0.491547539259855,0.290173571919601,0.261970604984897
"60","Cobra","demoman",10,19.5,9.6,14.8,337.301627831653,288.961721597801,1.96621621621622,1.31756756756757,263.182174751311,0.526602453437268,0.714652392120108,0.17093187971215,56.1116295020086,0.56795879300021,0.492664414270575,0.606271044840353,0.597290676379443,0.643525804852271,0.556796751863594,0.474581741981619,0.50946549540213,0.590051731745032,0.491117805197332,0.558973317500664,0.664976094309348,0.617419136363117
"61","conflux","medic",2,1.5,13,9,6.68596045927204,0.301675977653631,1.61111111111111,0.166666666666667,139.062592506283,0.303036410472813,0.0502793296089385,0.218784050184855,50.1375229665119,0.445274387441524,0.681862026847387,0.755858948244046,0.591917085190894,0,0.482732433464161,0.570110456169322,0.40271243639965,0.663298000316195,0,0,0,0
"62","conflux","scout",1,18,10,12,357.002997002997,71.1488511488512,2.33333333333333,1.5,182.277722277722,0.719280719280719,1.07892107892108,0.23976023976024,72.8627297244788,0.614961983798899,0.719016827467779,0.926090374961502,0.748987622059891,0.735527766386807,0.543035998693113,0.0438143810760421,0.462335284726161,0.54071261798061,0.503100512590236,0.534617460984975,0.99999764812297,0.960772702292956
"63","conflux","soldier",9,21.4444444444444,7.11111111111111,19.5555555555556,306.527791047921,196.148354556681,1.46022727272727,1.09659090909091,251.779462175193,0.692677298814382,0.82396872695165,0.18146620984094,63.2517476415078,0.648783007098544,0.554675703639859,0.63178520150533,0.680128438151005,0.718832768353787,0.666387539826378,0.458141217609195,0.410563261185767,0.684654005573651,0.659720626899855,0.663904853342082,0.614495872613732,0.713442196182036
"64","Connor","medic",4,1,17.75,10.5,12.6691902821495,1.32652467860777,1.78571428571429,0.0952380952380952,158.17147697165,0.347190275442346,0.0326645695365561,0.285667567316403,47.1025029221745,0.474624812792045,0.489604090249011,0.582638208439571,0.493473077403714,0,0.594639939508428,0.664629298178623,0.479876191125336,0.770193975816761,0,0,0,0
"65","conor","medic",6,0,9.83333333333333,7.83333333333333,8.2299432527165,0.277777777777778,1.25531914893617,0,155.359055269284,0.47817284119969,0,0.11935041120054,48.9031220107615,0.549939700998233,0.517455974671319,0.519221094066825,0.390547730150342,0,0.380080257213626,0.59055055730268,0.59716241236427,0.309794649735849,0,0,0,0
"66","conor","scout",22,17.0909090909091,9.09090909090909,14.4545454545455,225.577320921549,141.107284560188,1.81132075471698,1.18238993710692,184.325688816006,0.627582766376423,0.71542082612743,0.348172829056605,48.6903936957082,0.409548455810262,0.597728785437137,0.587471655269321,0.482399992197603,0.403512011586833,0.394819301130707,0.311297384358083,0.502443607027577,0.564221834574623,0.379591221648884,0.379004877139831,0.686733878544692,0.51848478028119
"67","cooki","scout",28,21.3571428571429,11.6071428571429,10,322.633712568668,285.896874186635,3.29642857142857,2.13571428571429,233.019310440563,0.449478998842964,1.1831540810495,0.471280970762936,57.5643736315393,0.667846043740998,0.516620873070402,0.451005362811842,0.598916415284002,0.737100873263071,0.758500515439155,0.65852260169023,0.27194615182347,0.629922482427596,0.735557051155346,0.707059293713249,0.342560674453192,0.620432978851269
"68","cooki","soldier",6,19.6666666666667,7.5,13.8333333333333,281.663479383283,260.030295077143,1.96385542168675,1.42168674698795,248.089834029217,0.628043787605806,0.964108432837035,0.232990950356045,58.7998836829468,0.645707238872139,0.554694718036153,0.419801306486486,0.701671899217952,0.620802694910802,0.812497102427978,0.516515845250536,0.319657536921479,0.755726136665139,0.803232504827854,0.798891982118689,0.299198201269375,0.560678422907014
"69","cool dad","medic",8,0.5,13.375,11.625,8.99267177365268,0.120578778135048,1.19354838709677,0.043010752688172,156.609197229923,0.475528477016892,0.0156506342090225,0.189919870820062,45.5704066327915,0.482536733669757,0.455729764924843,0.415705062110622,0.510922995982183,0,0.37305693754161,0.541743804847734,0.556263103339113,0.565021145824753,0,0,0,0
"70","cow5rkool","medic",4,1.25,13.75,10.25,12.4572434315594,0,1.46341463414634,0.121951219512195,134.360441115719,0.325090421356689,0.0336716514425665,0.199823226371363,45.9237362132381,0.441702781586173,0.50445221299637,0.429522181911124,0.6694859680743,0,0.489571857219922,0.374573448588771,0.380313736166901,0.605971072395579,0,0,0,0
"71","cow5rkool","scout",4,19.25,9.5,14,243.176314094229,203.704199784769,2.05357142857143,1.375,219.671792333616,0.719706421437018,0.834301453709945,0.216475215381474,50.6220142272546,0.526667369649887,0.461691294569347,0.481031537397273,0.374442131829112,0.531866293707614,0.421659079832905,0.586687929304827,0.644062323030482,0.35283813521214,0.416611617767832,0.537264838996109,0.439997384867296,0.475388221908349
"72","Custard","medic",2,0,12,8,0,0,1.5,0,100.932921851211,0.201221123406888,0,0.149083935395481,49.2626340508848,0.474441888570739,0.709897665865173,0.583454508883463,0.53803355467826,0,0.495757436355257,0.145325664793906,0.151667545512476,0.438206620892673,0,0,0,0
"73","Custard","soldier",8,13.875,5.5,20.125,243.164447613422,169.050990800896,0.962732919254658,0.68944099378882,232.410847961771,0.720191221296462,0.498671229180366,0.103404854889196,44.6995517168102,0.363117676047792,0.618676989888701,0.50725825407104,0.444403492243354,0.353582347706496,0.387916923238709,0.342301911523668,0.417832911198593,0.440718984821215,0.394304514925935,0.32024619163365,0.516160865287746,0.499392805526368
"74","D-Fault","medic",11,0.363636363636364,9.90909090909091,11,17.7921436333543,0,0.933884297520661,0.0330578512396694,186.829404366846,0.600185718511888,0.0222571395115769,0.0979347126643958,41.5564865979552,0.3526614409052,0.363883885152435,0.415652864620671,0.327381903829429,0,0.240233342688558,0.762957637783656,0.798853813184815,0.297387960504187,0,0,0,0
"75","D-Fault","soldier",6,23.1666666666667,5.5,21.1666666666667,248.59418958264,137.049895361617,1.35433070866142,1.09448818897638,233.082619488952,0.733132428603913,0.800337119348114,0.118576533441318,55.8668098533989,0.560388093473239,0.541212549451997,0.634292981260968,0.433430809103354,0.469208668317762,0.599483385550742,0.427169887173807,0.4893515680334,0.432839112127572,0.638048782578478,0.692871449434249,0.737230533316853,0.532786432476155
"76","DAGREEKHUNTER","scout",2,14.5,4,16,215.688355202671,187.836782033675,1.15625,0.90625,246.874569633741,0.764792097032925,0.701184444880421,0.096209699445669,36.7640660465,0.388550515896708,0.29862235230947,0.368883051106184,0.231712818755521,0.396223080315266,0.154235093972523,0.826238364866987,0.795165849664742,0.111985199207926,0.257489330731129,0.382612941781994,0.422871780004837,0.203685957667458
"77","Dajono","demoman",9,17.6666666666667,5.11111111111111,15.1111111111111,287.540718534776,299.985966843732,1.50735294117647,1.16911764705882,290.112489694548,0.58318038544479,0.653376029609286,0.141923352488441,40.9981981520634,0.44306234635262,0.410225944669933,0.379172851388771,0.379310679208138,0.42604004482441,0.383242304532657,0.634643089246718,0.582157945033292,0.47987588988429,0.423254366107069,0.520667693974191,0.40092657675887,0.339823799090286
"78","Dajono","scout",1,14,11,19,212.694339622642,179.592452830189,1.31578947368421,0.736842105263158,257.660377358491,0.860377358490566,0.633962264150943,0.0905660377358491,30.4326531593461,0.322508048829092,0.247497933608266,0.313465464454657,0.203467865052031,0.259864316668003,0.207158076737626,0.853908672359787,0.870298915216187,0.107602566689157,0.173350352607539,0.30073688829119,0.374980685736099,0.0900148768058779
"79","darbs","medic",6,0.666666666666667,10.8333333333333,10.1666666666667,13.6678687274643,0,1.13114754098361,0.0655737704918033,169.503785583022,0.559693089941689,0.0295210954556062,0.0817866700463029,45.7984877871038,0.472455204668103,0.432187329536311,0.516611473007013,0.282095304872792,0,0.331715873777609,0.798553652026942,0.796125750189714,0.238870312815855,0,0,0,0
"80","dauq","scout",33,19.1212121212121,11.030303030303,12.8181818181818,243.621462575959,199.32628454022,2.35224586288416,1.49172576832151,201.297413030309,0.555648788921002,0.816844295390082,0.388968099214705,50.9860762602788,0.483230032060252,0.603899109337868,0.49672205419135,0.534826741369588,0.473435633157493,0.544420866128337,0.415946635139505,0.392769244990358,0.598534717220825,0.493410703441642,0.460595342728856,0.447797478414268,0.536948241115166
"81","Dave","medic",14,0.857142857142857,15.2142857142857,7.14285714285714,9.47579192718454,0.12987012987013,2.25,0.12,123.30376869007,0.292470832309662,0.0379849527098775,0.200286360206311,53.6642397583226,0.652240733523764,0.608728408336291,0.597434572948987,0.570052419879924,0,0.680146495877335,0.345289073209823,0.355251459338798,0.584874065252176,0,0,0,0
"82","davi","scout",8,25.75,10.75,10.125,251.956039885163,251.857286715422,3.60493827160494,2.54320987654321,187.773550919598,0.401509744767017,1.15151950113277,0.368700266056732,63.8173789735229,0.632406732251417,0.742830826580192,0.43910355406968,0.684910159492485,0.483017496994499,0.825059857673592,0.304515706409939,0.189536495767434,0.609091855117023,0.805579419962783,0.723369143650513,0.226002952930862,0.648066672501481
"83","Daz","demoman",32,15.40625,6.6875,13.1875,298.570764578354,295.583357743795,1.67535545023697,1.16824644549763,265.889517037503,0.560213161123329,0.620846389754629,0.151858932124011,48.3594904185262,0.467662250230387,0.520916338858059,0.475819448236777,0.432316329022832,0.457786272692432,0.430558087584728,0.466056464896861,0.537952693318762,0.522738622895681,0.408109991058509,0.43333170343484,0.432201911533585,0.476759127175342
"84","deceptive","scout",10,24.4,12.4,13,248.566522961272,307.82371270094,2.83076923076923,1.87692307692308,210.404023154162,0.429695746477055,0.835538646594738,0.273669307043702,52.787124108573,0.546777640309492,0.634588489956374,0.320097218834099,0.466156295000244,0.528762515983141,0.670626242290546,0.505630001493064,0.221002465992314,0.458149306075904,0.608937226893912,0.470761482142207,0.139296417438512,0.49715366471729
"85","DeDstar","scout",15,19.8,11.9333333333333,13.2666666666667,275.999701091696,201.166832935647,2.39195979899498,1.49246231155779,210.89420981653,0.53644096462379,0.947546869762364,0.537151418775636,56.3962124955383,0.48981272517147,0.632660777349806,0.557377382831357,0.600573886553423,0.527396684610045,0.616559849208212,0.414278406591854,0.347162521515516,0.663703403732986,0.550291781225234,0.463197528614537,0.537563003328934,0.623433327955902
"86","deft","demoman",30,15.6,5.73333333333333,10.4666666666667,310.151186608891,291.994080258512,2.03821656050955,1.49044585987261,245.863712972255,0.488011631745918,0.694237540940236,0.138805576304137,53.6281622329591,0.50873626350228,0.620941511061079,0.543965667768304,0.503285462334001,0.501533269562137,0.527408830218446,0.323621552959263,0.411356122832449,0.454492534500418,0.517313449120729,0.525766877000946,0.501221644109979,0.607023677674922
"87","dev.","scout",2,15.5,11,12.5,201.891204864087,158.191516954771,2.12,1.24,163.712009831665,0.426377322488317,0.529066476932779,0.392254329651849,48.4293334864553,0.309013302127384,0.821147236807611,0.545968114816535,0.347963789479635,0.272569271290956,0.531216154752335,0.161215551882193,0.196489974502585,0.637457830152274,0.427348758176161,0.1706864968572,0.509761305371192,0.582174924261879
"88","Dip","scout",1,19,18,21,243.748095479939,193.438293550025,1.76190476190476,0.904761904761905,235.063484002031,0.6399187404774,0.578974098527171,0.243778567800914,36.380165348051,0.195792182713412,0.675637953142419,0.286629123159772,0.567647759003267,0.183711088556186,0.360041805121306,0.303593248237057,0.345130845478104,0.55206215366158,0.255167083639211,0.0844952059767323,0.243777880190493,0.329480366129051
"89","Dip","soldier",23,12.4782608695652,4.39130434782609,17.3913043478261,220.232090754169,159.375900584267,0.97,0.7175,219.705450283731,0.779383371278486,0.536440335839154,0.0979837392044221,43.6802138280749,0.325236208373909,0.630135947658614,0.480959967310584,0.477534638928653,0.254982297071877,0.402835690753459,0.300265674750434,0.479713697287068,0.419392997714141,0.411153361489792,0.355206021028602,0.453774598873538,0.502173856133678
"90","disturbed","scout",6,15.5,7.16666666666667,17,268.85817196495,164.909388757581,1.33333333333333,0.911764705882353,262.736082487433,0.912529308251236,0.77149312571843,0.189554216978613,41.947836515018,0.433651958263442,0.294802947454882,0.489268900027321,0.28244742204295,0.51939182640427,0.217237988625421,0.770729029437134,0.786500070816724,0.33087881354719,0.257214005211914,0.387685579082573,0.67332783211594,0.303277347091617
"91","Doge.exe has stopped working","medic",23,0.565217391304348,12.2608695652174,5.82608695652174,8.29385815275698,0.0234031520818942,2.20149253731343,0.0970149253731343,113.278501427451,0.252946730677299,0.0243589859129798,0.149580500143362,54.2344829153919,0.648824074604388,0.680364842999083,0.607030113996395,0.548033552160304,0,0.620339237100697,0.282800560769383,0.298655256368445,0.444190463120268,0,0,0,0
"92","Doge.exe has stopped working","soldier",6,14,5.66666666666667,16.8333333333333,284.575605141463,236.470922656727,1.16831683168317,0.831683168316832,259.908375598858,0.672971353765641,0.706515642197672,0.117362946251547,48.2580724639321,0.490267759908776,0.558654230166935,0.35786436150017,0.484282732858442,0.57211506734072,0.521259486820388,0.515199293065631,0.328187627053065,0.411497274364483,0.508929162672,0.456360141304886,0.247537089158835,0.522172219927748
"93","dogroll","demoman",10,12.5,6.5,9.8,318.99932961819,302.87320656427,1.93877551020408,1.27551020408163,255.604255680418,0.40033451231688,0.5396556693898,0.092533769105788,50.9801352685686,0.437169955662244,0.714590038471931,0.490237279227559,0.478186368741933,0.484349228796787,0.567523455143426,0.314196860877667,0.248134431258815,0.30713977897978,0.507992273570027,0.325211910573992,0.431156697456901,0.602396310936407
"94","dogroll","medic",15,0.666666666666667,11.3333333333333,4.93333333333333,13.1991366560566,0,2.43243243243243,0.135135135135135,108.864375535644,0.261383726955634,0.050209681905397,0.211025714761941,53.895617536317,0.583129979305586,0.720810444389927,0.637649112370978,0.661067435760079,0,0.644471308858302,0.234654881438324,0.269658435229838,0.528541935027934,0,0,0,0
"95","donkey","soldier",4,11,6.25,27.25,199.889872922313,101.231380904867,0.63302752293578,0.403669724770642,234.307818751596,1.01469136534121,0.411900566855963,0.0811577823176867,31.7417048650899,0.207706733018359,0.370342576019201,0.548778303053827,0.388275487372351,0.162426467159265,0.190587645042054,0.446974632480503,0.870183812274236,0.372100715183001,0.168157405355972,0.213475149651485,0.827171207949759,0.261007923045412
"96","down","demoman",6,20.8333333333333,7,12.6666666666667,364.228792561037,302.714654000952,2.19736842105263,1.64473684210526,272.225165590419,0.549580417524244,0.893131569796705,0.164715269949587,60.6234238447428,0.686290312161472,0.410916796264711,0.661403595320004,0.601359011054966,0.785020604803924,0.620848493652861,0.606316739604395,0.576982248750547,0.51172276871511,0.594745061271731,0.766042324942443,0.715472333220789,0.681093757673842
"97","down","scout",31,18.7741935483871,10.0322580645161,10.4838709677419,263.412316190182,169.820700720021,2.74769230769231,1.79076923076923,183.292941040124,0.47180431315248,0.98666373454111,0.715700273442409,59.0577083807263,0.545752430340155,0.682052777776515,0.621321212006646,0.701603520970658,0.53119353941827,0.675873995012829,0.302593097785016,0.282590141438607,0.816616517684848,0.640814699214956,0.563645298914052,0.61333614850987,0.702207817595597
"98","down","soldier",10,15.3,6.8,22.3,263.424318056489,171.001610929197,0.991031390134529,0.68609865470852,261.043839074069,0.794104863152687,0.592369122735027,0.144058940369555,45.475652419767,0.420448811432271,0.453574043795908,0.438907542765109,0.588333665199107,0.500422684256095,0.387257105745773,0.547027574170393,0.528408105679078,0.600494486090813,0.351784229409478,0.410238785882185,0.519056192363782,0.418089815588919
"99","Dragonfru","soldier",8,15,7.125,21.125,263.486443609752,195.966436389737,1.04733727810651,0.710059171597633,256.974400692082,0.748994962521724,0.533730907789347,0.0601856629218572,44.5425654591263,0.431365228677489,0.532250086872172,0.447214182860071,0.38100236987182,0.487829030655102,0.433168529149898,0.490632176048318,0.477083906518654,0.28972571558405,0.397746791525883,0.346830940599462,0.409437260555859,0.472511320329149
"100","drat","demoman",4,4.75,2.5,12.5,241.290194340869,267.768806807681,0.58,0.38,335.814131526725,0.934098665140919,0.342213071855376,0.0542641356699523,33.0627006111293,0.308590206105901,0.257881036993968,0.350852453225315,0.262462222734612,0.265053088778515,0.056610139192316,0.855354405891339,0.951708804128769,0.203883011860731,0.0675298601437464,0.14645073252965,0.430704343769857,0.0721371669811935
"101","drat","medic",1,0,17,13,20.5687203791469,0,1.30769230769231,0,156.492890995261,0.616113744075829,0,0,45.4149350876989,0.420392454820194,0.54019906429111,0.505547921463111,0.265538001142095,0,0.369206821518325,0.494922645277044,0.67546420352094,0.0112758841956903,0,0,0,0
"102","drat","scout",4,19.75,11.5,19.75,217.407513797012,154.122061650873,1.58227848101266,1,235.756955878019,0.773620062115036,0.737533022506347,0.254799673843209,34.5452466899224,0.253567611710113,0.445879203517426,0.364151912956558,0.461907951749022,0.183872574467132,0.295420716375915,0.492301825438134,0.634362972752767,0.480303256321042,0.292815497971977,0.307066710552254,0.479666556735549,0.232785130087131
"103","drat","soldier",1,4,1,13,301.522388059701,198.179104477612,0.384615384615385,0.307692307692308,328.835820895522,1.16417910447761,0.358208955223881,0,39.067703470415,0.433451447561794,0.24842868747681,0.459766799994405,0.216838593657769,0.69484879610953,0.0361913397126937,0.880189920347017,0.958381121396951,0.0015884053244876,0.070929400426783,0.119281669124663,0.564769018651787,0.301120314662895
"104","dubious","demoman",2,10.5,1.5,18,181.458934112975,250.750404954582,0.666666666666667,0.583333333333333,247.076044982388,0.658570901144516,0.388457048205394,0.199799767837127,24.3802954861703,0.142924087209422,0.401830303883958,0.169658556955984,0.344588941996529,0.0418598443888355,0.0741810168938927,0.456751233566985,0.778219333035763,0.723515720286199,0.141905471653837,0.180779711174799,0.162478115232407,0.0891445247037214
"105","dubious","scout",8,20.625,11.125,19.25,215.636219420282,227.16506749135,1.64935064935065,1.07142857142857,251.477248279491,0.703916651826649,0.793926445162297,0.271097610654404,32.8987472008896,0.350138691342493,0.277815520841637,0.183489920417164,0.450210766198423,0.342320644595131,0.338778061221352,0.769082811403674,0.654274739860784,0.442437954090256,0.327261698788056,0.466169006590353,0.239894630547428,0.130811905450622
"106","dubious","soldier",10,17.6,6.4,21.8,260.970168898801,205.172619698018,1.10091743119266,0.807339449541284,257.805768191823,0.819218509178387,0.661204975135908,0.120366036603097,46.5551454874569,0.473786073525502,0.478287363329648,0.397213090974264,0.570477380158306,0.466831421141276,0.468622677375829,0.500887481653491,0.569597641505885,0.525242280923843,0.473115159798665,0.517062566329602,0.320850371901913,0.451965637628855
"107","durc","soldier",14,16.6428571428571,4.28571428571429,20.0714285714286,241.896628487893,205.615862821464,1.04270462633452,0.829181494661922,245.644402016811,0.756789578924457,0.594412542760106,0.0917840508096913,46.3066729275441,0.414515980818215,0.533276277628422,0.405179494959139,0.407317040243858,0.363923107121672,0.407289583406977,0.451884247200062,0.509421097820242,0.405790826222766,0.450879288442726,0.439864844306145,0.34722371166083,0.427160131795421
"108","Eddie","demoman",15,15.2,5.73333333333333,11.7333333333333,235.126109878322,274.595288735246,1.78409090909091,1.29545454545455,221.065651282052,0.462780456493834,0.543103898980277,0.170872859658421,44.8563963895537,0.355091904920178,0.6825069853166,0.383610836713712,0.509643469517545,0.212765918661374,0.477483053711668,0.229255956171752,0.403367445339421,0.560357672269976,0.463105520415244,0.370196795579143,0.254322852313756,0.434117649205765
"109","eeur","soldier",2,5.5,3,22,170.872384318985,135.236715579854,0.386363636363636,0.25,230.49183896157,0.962206890280635,0.222939565123495,0.0485399924982098,25.6958212759877,0.159594200459931,0.433405852803663,0.271585427154679,0.300201890249048,0.0410089522984134,0.0579038404004395,0.399566494260423,0.814682374910681,0.217922537318294,0.0596543376464655,0.0283556242047596,0.370983158189941,0.0797595902037278
"110","ekac","soldier",20,18.8,5.95,17.95,236.044142334254,189.602605782092,1.37883008356546,1.04735376044568,207.150454488856,0.641484577609194,0.678199210599998,0.110532321217915,52.2339293067043,0.446797510141957,0.71636424198147,0.508971588738964,0.552165277656612,0.32318224440522,0.601191437662254,0.219562572903145,0.315843225349547,0.480819034801682,0.611803107331948,0.529126143967481,0.395971802142983,0.62510128525014
"111","Elmo.","medic",1,1,5,4,17.085020242915,0,1.5,0.25,98.2186234817814,0.323886639676113,0.0809716599190283,0.161943319838057,51.1051754413734,0.517578657484994,0.64066372438449,0.551710316595437,0.717333419190508,0,0.459137288413524,0.206233580976427,0.443691245103667,0.528309300763419,0,0,0,0
"112","Elmo.","scout",8,22.375,10.5,14.25,261.065021232982,187.165379407086,2.30701754385965,1.57017543859649,209.341114399568,0.546560427137813,0.935549966531168,0.345791739793614,51.8951703850286,0.504537511137187,0.586838933236564,0.486277888622239,0.582962175242096,0.51425802090948,0.596813691278907,0.450580942117084,0.36626357543471,0.606358125577062,0.578780257484015,0.55004120884185,0.518744894195946,0.534436490318328
"113","Elmo.","soldier",31,16.5806451612903,4.51612903225806,18.8709677419355,250.187447421592,192.804276960155,1.11794871794872,0.878632478632479,245.523159070876,0.769211505416504,0.701441172844916,0.0763930994462389,48.7818534412096,0.46742998208439,0.538286427034882,0.44842672643831,0.51326091712351,0.420820054996915,0.483284490575153,0.438347409285923,0.49624890249268,0.334762763938994,0.525723739862651,0.55147394073345,0.404617359524587,0.483823036727551
"114","emgee","demoman",10,11.2,5.1,13.6,254.837894579455,308.874603977292,1.19852941176471,0.823529411764706,300.820720095445,0.64294502277782,0.498354289500738,0.124362589278299,34.6748758142991,0.291885110660888,0.424826859849793,0.258388616445135,0.381551589988709,0.258646216701456,0.26212201438951,0.663038488614611,0.587510728024337,0.425638961714129,0.263565524846872,0.27685889754086,0.231228261891552,0.197845010573122
"115","emgee","medic",15,0.8,17.0666666666667,10.5333333333333,10.3889861319422,0.109032602886157,1.69620253164557,0.0759493670886076,148.517035007202,0.35367835155899,0.0264856663202472,0.276557135013411,48.3299168322268,0.591498783197527,0.521818125722089,0.54114188050859,0.586252748443278,0,0.568944131022163,0.556001442042995,0.454803408242498,0.746610125784765,0,0,0,0
"116","enrith","demoman",37,14.7297297297297,6,7.62162162162162,346.561156761948,329.892744965991,2.71985815602837,1.93262411347518,247.815829599432,0.345636753337201,0.803884637513633,0.182246676963249,58.1609518390123,0.582346599675467,0.660620920887165,0.538491402793172,0.585641777814499,0.629904497456917,0.732683578255725,0.373084836822445,0.218485437087308,0.555649815270912,0.710345297384806,0.56754448611337,0.490219496670545,0.675521954248171
"117","Essence","medic",18,1.27777777777778,10.8888888888889,8.5,20.5214323233335,0,1.43137254901961,0.150326797385621,137.135914913568,0.38981513219233,0.0558000929900284,0.12477431680585,46.8819557120574,0.520917929192715,0.469338843560704,0.423617305963664,0.385855669680832,0,0.463253574713756,0.491294160116773,0.518159462869591,0.364106825105051,0,0,0,0
"118","Eternal","demoman",2,8,2.5,12.5,241.890532948939,257.159784974418,0.84,0.64,306.777493533279,0.877066786695078,0.555767631072165,0.0295275590551181,31.9541986583891,0.319167311709267,0.28450630417917,0.316677028713253,0.223346084204344,0.187679677409999,0.0947471615818217,0.787463908528332,0.930848410874435,0.0994572174058521,0.137841758180506,0.338646398414149,0.324417256194906,0.0645061728492703
"119","Eternal","scout",2,4,1.5,10.5,191.347283842795,156.184034934498,0.523809523809524,0.380952380952381,252.270323144105,0.960349344978166,0.362340611353712,0.0436681222707424,30.7476173354387,0.283426693409618,0.26614020348434,0.375116355889096,0.209073186698759,0.227477553685879,0.0259938028330117,0.84653136158346,0.93300129346874,0.0512406586130252,0.0543947124248579,0.0591369470240894,0.495420339749224,0.0883008465477616
"120","Eternal","soldier",10,18.6,4.2,25.8,221.072252118005,99.5105659593253,0.883720930232558,0.72093023255814,223.012836896904,0.863738313115348,0.623436259395508,0.107561848004828,43.5188982102092,0.32839943213145,0.520531805309215,0.647591187969534,0.420016056187916,0.237291101777827,0.332146438114263,0.298331977011702,0.660604412369869,0.451752018660525,0.406255331201762,0.476440855953786,0.873674149592863,0.421508226346205
"121","Exquizit","medic",2,2,10.5,11,13.7948858765205,0,1.13636363636364,0.181818181818182,132.190482462135,0.327788477069692,0.0591851695389088,0.135598822111502,42.212634221094,0.457390565967513,0.456402495032427,0.367223055279661,0.494698422783136,0,0.292277989970694,0.463862607231265,0.457503201578158,0.479385531924882,0,0,0,0
"122","Exquizit","scout",4,15.75,7.75,19.25,250.270199190048,188.861500558346,1.22077922077922,0.818181818181818,307.305057655432,0.842724609605145,0.648078718776861,0.189588458930361,37.8012302983996,0.394797373302115,0.25529276766809,0.41677365275003,0.294919766670184,0.488067246295669,0.224466193992755,0.860596035547391,0.72643568291646,0.300584724791035,0.249369051429425,0.283210807723008,0.532897013126401,0.240625764559285
"123","feggie","scout",2,28.5,13,14.5,245.023801356184,276.16887449895,2.86206896551724,1.96551724137931,216.660649755878,0.46980070769679,0.922613872924724,0.21512854612012,54.36578284665,0.62205787005385,0.573715082025922,0.31835579837915,0.372617559063528,0.552441192423926,0.740681199640235,0.58509825479517,0.267471581152987,0.33140770345602,0.710972856295294,0.647872913094023,0.175369291400659,0.461342305357641
"124","feggie","soldier",14,17.4285714285714,5.85714285714286,20,273.87896611505,159.485031844537,1.16428571428571,0.871428571428571,226.352196696768,0.763487380738223,0.722792392595264,0.0816014401510917,58.2661156823295,0.525559321031359,0.612229182220581,0.632544126446434,0.564711377772052,0.526814527351326,0.519044023817724,0.302362042021188,0.457945581265379,0.36937840410227,0.530639127271879,0.54473612989555,0.598726779411001,0.683835549581524
"125","Fennex","scout",6,14.5,8.16666666666667,15.1666666666667,191.288871233364,127.275856982715,1.49450549450549,0.956043956043956,184.544367325938,0.620165701302142,0.559614277332628,0.246361013847812,40.6745816894313,0.267105359731045,0.603158708148723,0.498461909616308,0.361182276126508,0.222619863092915,0.27788214588588,0.337263903360929,0.488522935814448,0.416436943332378,0.282221966965911,0.222041849573073,0.625647698207971,0.372321097342426
"126","feyn","scout",2,19.5,6.5,12,247.895753589592,173.336028896436,2.16666666666667,1.625,188.959602494294,0.678563085161824,1.21857422682265,0.42410192822614,56.001223639067,0.562244426889588,0.478367574989958,0.605259428983387,0.723554559694616,0.560458071851451,0.555186800037145,0.392389210020681,0.681749420810701,0.720773630600348,0.593674468967824,0.788981476799271,0.691263118165491,0.62465727011971
"127","feyn","soldier",34,14.6764705882353,4.52941176470588,15.0882352941176,268.808328828288,169.787507728807,1.2729044834308,0.97270955165692,221.912758127374,0.688625336630972,0.765808080683359,0.117936233130435,55.3133814246004,0.489157690500356,0.670380991822482,0.566850321580579,0.591658745515013,0.47929945254188,0.553465587087567,0.264335295801456,0.348845809891357,0.420870509730156,0.563729277076884,0.54948496508005,0.536771479811361,0.651162580280043
"128","Fez","scout",15,26.0666666666667,13.0666666666667,15,243.166062075186,260.620287965226,2.60888888888889,1.73777777777778,222.494212449723,0.517921621876168,0.912047009402806,0.269905283962483,52.1378189658749,0.552229461775776,0.552404605701015,0.313999911871898,0.498497652385199,0.47408719914253,0.647988669245008,0.563333117164225,0.350737668728649,0.45142774179318,0.624034167367213,0.581132175304998,0.190543096955147,0.414212614747243
"129","Fez","soldier",12,15.75,3.41666666666667,18.5833333333333,251.285744270523,197.895423814223,1.03139013452915,0.847533632286996,255.308455782623,0.891477302602526,0.725672945619053,0.111518983356457,45.9968909894604,0.461754595966131,0.459629755349139,0.408770966094995,0.406727746869374,0.396106492969054,0.410780049402683,0.48704473429369,0.646049480861093,0.425582888767834,0.477154371848891,0.561179178745578,0.367360305076179,0.403942601252211
