"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes"
"190","cooki",26,59.482727046878,0.55593844589824,0.67844802041361,0.397300921649494,0.630889469147332,18,"scout"
"191","Doge.exe has stopped working",28,59.4732702234596,0.643964552913043,0.693933762496166,0.620969769742661,0.531716583029667,19,"medic"
"192","Smauglet",14,59.4294431109866,0.571048954631862,0.523023833808185,0.58596201174206,0.581645639713627,7,"scout"
"193","v4na",21,59.4272395917092,0.580461423375863,0.534990034630661,0.620339439381071,0.515162433429907,19,"scout"
"194","pause",22,59.4167694414268,0.467122025977884,0.712138212219966,0.626006516435287,0.590238292340128,16,"soldier"
"195","Sam.",22,59.3447670110667,0.541935972770986,0.525787553786062,0.679793197897056,0.593254005673783,16,"scout"
"196","krollic",21,59.3251851375128,0.508104665631696,0.613618014587908,0.564750133094125,0.718203271643358,17,"soldier"
"197","fresh",14,59.0253742703771,0.697906105316871,0.329052827927946,0.444371171554997,0.464143882241012,10,"soldier"
"198","Shupah",24,59.0144737024274,0.516186523262116,0.498863895194744,0.706808858934963,0.447876101529138,6,"soldier"
"199","arnold",27,59.0052636351933,0.715719709047665,0.616515281093942,0.57803284151527,0.615698865765468,20,"medic"
"200","eps",15,58.9903233514578,0.552705567580801,0.54911447004847,0.523066269656536,0.651930248593303,2,"soldier"
"201","lunar",20,58.96429813168,0.57002325518276,0.527493521563167,0.571613545449379,0.665771521724707,2,"scout"
"202","dogroll",28,58.9539195063191,0.583129979305586,0.720810444389927,0.637649112370978,0.661067435760079,15,"medic"
"203","gnat",18,58.9479237809605,0.612707066420423,0.42756828177395,0.579632807055327,0.561965600199161,18,"soldier"
"204","v4na",17,58.9120942999777,0.627880927196038,0.526134242088561,0.58430455268594,0.574912186553084,12,"soldier"
"205","Dave",23,58.8583056633227,0.668424370221071,0.637712643156998,0.642390318153814,0.688649157359307,11,"medic"
"206","Sam.",21,58.8418909999103,0.61492357841098,0.439292022702202,0.59283606020603,0.547698415237345,13,"scout"
"207","Dave",22,58.7950046020806,0.59465303082391,0.703829914634615,0.695083554655203,0.685835163348811,5,"medic"
"208","yewl",25,58.7579477629021,0.5032432798391,0.633909201197392,0.48346002505543,0.669666007548372,17,"soldier"
"209","Madness",21,58.6938298823658,0.547304165158815,0.568082983482858,0.610505296882917,0.578226897487992,13,"scout"
"210","Raze",24,58.5911870226391,0.556029499835682,0.618808343173588,0.50712945929291,0.483406613984343,12,"scout"
"211","Ben",24,58.5908285736219,0.467776309676825,0.780172464576872,0.491141014673255,0.633890285861533,9,"scout"
"212","cooki",27,58.5406144273761,0.605102642460046,0.568014098700622,0.411978981474934,0.588648309930136,12,"scout"
"213","Rising",23,58.5126083850779,0.61623368594404,0.632078263261308,0.559585440516753,0.644429522843535,6,"medic"
"214","Dave",28,58.4447085005681,0.655599174081168,0.602301273396327,0.587352896560861,0.55033470306885,12,"medic"
"215","Elmo.",25,58.4345780841387,0.596091323382343,0.398052020121925,0.591007139316625,0.509479196765596,15,"scout"
"216","dogroll",27,58.4328742818857,0.513508383793261,0.694783456622482,0.543385214856579,0.580859566552583,22,"demoman"
"217","jiho",17,58.4053355641788,0.55632734500254,0.571995493675479,0.650193987859861,0.677696419364145,16,"soldier"
"218","yewl",17,58.3788581987325,0.629641708660948,0.561811637509862,0.56934493815081,0.552929160473464,16,"demoman"
