"","nickname","ranking_points","career_avg","n","total_rank_weight","total_rank_contr","classes","impact","survive","efficiency","objective","rank","prev_ranking_points","prev_games","prev_rank","rank_change","peak_rank"
"72","D-Fault",43.0367532011765,52.3109404751626,8,5.62620838413226,298.930545291716,"soldier",0.518972547930902,0.498036314906035,0.578774916467542,0.38709719142271,72,43.0367532011765,8,68,-4,25
"73","Vashta",42.6797756229044,42.5583003612012,12,11.6245047927125,496.131256280345,"medic",0.384321842904513,0.410025758428379,0.424335780459469,0.398648652594301,73,43.6065899275409,10,65,-8,65
"74","Wack",42.553661128747,42.553661128747,10,10,425.53661128747,"demoman",0.298919284021986,0.719753025351558,0.374325395883862,0.485470195921235,74,33.0982440253121,8,98,24,74
"75","Ghost",41.9425151999725,42.1904950991544,14,12.1616020312618,510.088178052216,"medic",0.391560051956439,0.41711204975044,0.48380854075162,0.341577203573754,75,41.5097631028281,12,73,-2,64
"76","undrex",41.6716041654285,41.6716041654285,10,10,416.716041654285,"soldier",0.388272812160391,0.544682930437219,0.309818350398932,0.570144889315683,76,35.2949804199445,8,93,17,44
"77","zildjian",41.5720335346188,41.519530841045,22,19.2333754937981,799.570531012091,"soldier",0.376277635281002,0.581894859117055,0.380534014564307,0.399633005601774,77,41.7545353995918,22,72,-5,24
"78","thyme",41.2660475448771,41.3203356231704,20,19.8660659830736,819.794023387182,"medic",0.384877391531565,0.458385385364049,0.389603172745632,0.448082200705376,78,42.1827265492057,18,69,-9,33
"79","Mikcow",41.028156091885,40.8497753743305,13,11.4205009046696,468.562093764297,"scout",0.433496421794245,0.349343406410597,0.343852104086447,0.411843220284007,79,40.8868697266104,13,75,-4,53
"80","rohan",41.0128419139318,50.7285833993411,8,4.69935067911485,237.942872223043,"soldier",0.630105798896845,0.345379979040984,0.391123633093245,0.468443025183495,80,49.7042615799869,10,37,-43,11
"81","Eternal",40.7494950640106,40.0423295778391,14,11.2955360481882,460.287390440999,"soldier",0.320655880825162,0.450472219172798,0.561392760635717,0.361785650263241,81,39.7417690248159,12,78,-3,59
"82","Hawk",40.4149588121475,44.9217763546049,9,5.02596540837676,225.693538856472,"medic",0.37226286953873,0.514617610862915,0.547133394774811,0.535767360378686,82,45.0266254283922,11,58,-24,42
"83","tiMe",40.3064953502116,49.7611053706316,8,8,398.088842965052,"scout",0.492340657044377,0.540949009773181,0.389886629477268,0.483886323542002,83,31.3517072517379,6,106,23,83
"84","space",40.1140130220747,40.0498477975426,20,18.2955360481882,733.907371282859,"scout",0.280018748519321,0.650086054122711,0.304713952207056,0.527875419235319,84,39.5481080024008,18,79,-5,76
"85","a team of ants in their prime",40.0591690657125,40.7656297193072,12,10.2955360481882,412.430619176509,"soldier",0.33635595142324,0.35910524639272,0.642592454191501,0.44816297311513,85,40.1950476096855,12,77,-8,73
"86","dubious",39.5922044229785,38.8751011727013,20,15.2364479176642,603.244560636226,"soldier",0.39124092202069,0.390452920389874,0.288968369349596,0.499781890758175,86,38.7038557180214,22,83,-3,61
"87","cow5rkool",38.7849362762368,48.2728752202463,8,7.36560591930472,352.684637303835,"scout",0.48418507561803,0.483071753782858,0.455276859654198,0.521964049951706,87,31.5131271438851,6,105,18,87
"88","garbo",38.6731070933977,39.5335174976023,10,8.16160203126183,315.634509408681,"demoman",0.343409222104483,0.44487296127165,0.370541763318465,0.526712552369077,88,38.6731070933977,10,84,-4,52
