"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"376","Tesla",28,57.471948601727,0.452835377919474,0.722922964501654,0.537336347118506,0.455979622468372,2,"soldier","prem"
"377","silvo",24,57.4515506361088,0.52435931127428,0.458609603476734,0.642592099646931,0.578979909972254,9,"scout","prem"
"378","eps",14,57.4492593934281,0.512020771817361,0.537209770913446,0.517662398653755,0.693260465422473,6,"soldier","prem"
"379","ohai",21,57.4485899490246,0.503527897165594,0.565910467167086,0.603694391969196,0.691879265138436,6,"scout","prem"
"380","ekac",29,57.4364233715296,0.509474621366868,0.737560209825206,0.39939829378061,0.634218887791886,10,"soldier","inter"
"381","Left",16,57.4355288360081,0.584387176757981,0.672581760624026,0.785071977385504,0.486204352806386,2,"medic","prem"
"382","HERTZ",18,57.381091123731,0.63886420061152,0.353883636951578,0.504895930554442,0.585700324288064,16,"soldier","prem"
"383","dauq",29,57.3303797887481,0.615144179761314,0.574288669637513,0.457911330366791,0.522421234761068,10,"scout","prem"
"384","Paulsen",15,57.3292356234841,0.52061588718743,0.568304346317641,0.51814342970408,0.666185873417826,24,"demoman","prem"
"385","arnold",26,57.3061825605655,0.629356497271433,0.66955707673564,0.535513111970008,0.566775356192537,14,"medic","prem"
"386","deft",28,57.2660040779729,0.476158482041637,0.650945108340391,0.517529946481157,0.538828110544662,14,"demoman","prem"
"387","signedunknown",27,57.2612461959677,0.520538418304253,0.488027734233063,0.574502488860863,0.644230834008416,9,"soldier","prem"
"388","beni",27,57.2122760011679,0.550160841879035,0.531708653917127,0.498527654505956,0.543484864360347,12,"scout","inter"
"389","aclaivi",21,57.1936418258467,0.58458294695436,0.427836348062046,0.738818342750798,0.267281469347942,1,"scout","prem"
"390","tanking",29,57.0944472893215,0.488853420130341,0.570583527482514,0.604182940353007,0.634165430766216,10,"soldier","inter"
"391","krollic",23,57.0839418755825,0.687102827886172,0.404451316728011,0.311474129297658,0.595260752740135,16,"soldier","prem"
"392","decap",24,57.0827912906176,0.515342082469815,0.64053788641236,0.384518080724747,0.631538243441481,15,"scout","inter"
"393","Paulsen",23,57.052122395021,0.598422259396634,0.463846528212897,0.443192141994369,0.708548972442349,16,"demoman","prem"
"394","counou",27,57.0468011138561,0.564419802037395,0.544657705666978,0.393010170207025,0.735626312327377,2,"scout","prem"
"395","Elmo.",23,57.0210762690616,0.551837763133018,0.508469349979263,0.572374155982419,0.704547984785111,16,"scout","prem"
"396","inc",26,57.0059972716006,0.546676419851171,0.630584560881129,0.482609742796938,0.562502120991257,6,"soldier","inter"
"397","Yui",26,56.9829039226885,0.491508214359536,0.684672559507783,0.461775380781539,0.608346027510783,20,"scout","prem"
"398","Dreams",18,56.971521819414,0.60478108309045,0.436087277311135,0.512656591856838,0.508245528117129,12,"soldier","prem"
"399","benjay",17,56.9472824935563,0.608497847596834,0.504988894065363,0.640595824678229,0.494068993860552,15,"scout","prem"
"400","Johnny",24,56.9425979627871,0.516586436848893,0.489504223394552,0.804693938783154,0.25084990423519,1,"demoman","inter"
"401","Geoh",22,56.9424403067299,0.635920868819191,0.341555735087354,0.448607981827147,0.739824398293451,2,"scout","prem"
"402","modus",18,56.9351796651516,0.506438101185352,0.575306166195717,0.572015879519135,0.649246455606697,6,"demoman","prem"
"403","mac",18,56.9287637460816,0.674196859232499,0.314693767289451,0.496422897518068,0.473313907438638,12,"scout","prem"
"404","cooki",17,56.9053269216101,0.659141390353185,0.383162614714805,0.604749426368236,0.547694648656368,11,"scout","prem"
"405","Fez",24,56.7990191129895,0.593508379753217,0.454413058690912,0.460586584906051,0.458154822271179,18,"scout","inter"
"406","deft",29,56.7690956519413,0.504415188892724,0.693141892817934,0.560059714484475,0.517725600219233,10,"demoman","prem"
"407","DeDstar",29,56.750286672331,0.471693241666611,0.630230675550354,0.442884356193815,0.563811653009064,8,"scout","high"
"408","Jersh",14,56.7124599314233,0.560119952934272,0.471478736707271,0.487386149470953,0.561681404955846,18,"soldier","prem"
"409","Spade",28,56.68574156037,0.561739300191972,0.527901120656671,0.399165852807677,0.513186416037681,14,"soldier","prem"
"410","arnold",23,56.6789298224386,0.650566733947229,0.665189699776914,0.636816418305946,0.566277024460963,17,"medic","prem"
"411","jane doe",25,56.6674719004199,0.518818140548865,0.65572152238601,0.480293024238127,0.586234889015975,16,"demoman","inter"
"412","HERTZ",20,56.6535820001267,0.580982322178581,0.429078256959504,0.561646258713543,0.575681958397012,14,"scout","prem"
"413","prankmonkey",24,56.6325495065428,0.575677196215512,0.450157163958827,0.571251264749539,0.437589895559888,10,"soldier","inter"
"414","myyyst",27,56.5970837389333,0.441711655078229,0.604120936979016,0.647690772533825,0.56359189339941,13,"scout","inter"
"415","JD",22,56.5358465562368,0.426085024590741,0.606147162810307,0.66888200507029,0.674658037530264,2,"soldier","prem"
"416","Sam.",28,56.5118725495773,0.591449181277904,0.515860993977228,0.367479889469493,0.538262443290046,19,"scout","prem"
"417","adolo",28,56.5071451303181,0.481779939461426,0.701934182369519,0.526859796875816,0.550545151480652,20,"demoman","high"
"418","emgee",23,56.4960547893579,0.466112693684567,0.617266471388797,0.654755580506466,0.644811034308428,2,"scout","prem"
"419","Ben",18,56.4868940097873,0.532859715700536,0.593817178469262,0.500411481863104,0.634595012880925,8,"scout","prem"
"420","apples",24,56.4813654884512,0.522607448022442,0.54341007222697,0.548532768111251,0.404044177194049,12,"scout","inter"
"421","ekac",27,56.4279559500139,0.432255252766918,0.812193105617578,0.608421750741237,0.433043037406859,2,"soldier","inter"
"422","Paulsen",29,56.4174083783504,0.522741061151242,0.54779669785296,0.504921034433079,0.736013486132402,10,"soldier","prem"
"423","teejay",29,56.4031956788324,0.655649872733289,0.561405753517538,0.396523259898751,0.371972916501148,4,"scout","prem"
"424","tiha_askr",28,56.3881721675626,0.460939941986408,0.588363947593774,0.510910535628697,0.556790063380946,12,"scout","high"
"425","aporia",14,56.3846473082768,0.59183069420642,0.445739463016904,0.440070853242304,0.517983436254404,12,"soldier","prem"
"426","decap",22,56.371966252505,0.545305319149133,0.511494429859733,0.56409195761056,0.506375528269329,4,"demoman","prem"
"427","hsr",20,56.3439267734098,0.66942966529837,0.31464357864436,0.605590901482395,0.250355051982186,2,"scout","prem"
"428","pause",25,56.3413045387014,0.548832762336133,0.382516628013275,0.690415656758406,0.325805209527331,2,"soldier","prem"
"429","pause",24,56.3409674332433,0.489019986261925,0.540729110632888,0.556324339545926,0.57930243206602,13,"soldier","prem"
"430","Dave",29,56.2978059140038,0.632090090179336,0.647291217976079,0.657924631277744,0.68835872074637,2,"medic","prem"
"431","bill",26,56.2439791989612,0.520672659531297,0.67174020436923,0.372135685420555,0.517354084231366,20,"scout","inter"
"432","disturbed",25,56.2210687080435,0.569269122442149,0.314495427103779,0.714046008975456,0.333448687515422,8,"scout","inter"
"433","jiho",15,56.2170644481281,0.531523494268939,0.555313604792301,0.577399244282941,0.466296839156914,4,"scout","prem"
"434","Mio",28,56.1591008310641,0.393814967710747,0.668719887132599,0.57909510907104,0.549434617450903,11,"scout","inter"
"435","campbell",16,56.1559557124607,0.5102273926863,0.51991103855568,0.571852522436603,0.555181742906734,17,"demoman","prem"
"436","ozy",29,56.1531485312171,0.490586085149031,0.557462329127891,0.58179630551389,0.466992037065131,8,"demoman","high"
"437","Sam.",15,56.1443310407039,0.616327063601534,0.345304132129496,0.616019785291188,0.377526113466431,14,"scout","prem"
"438","Afroman",25,56.1184808172012,0.37341145580651,0.786821311735827,0.534532951804463,0.718847946675086,10,"scout","inter"
"439","munch",28,56.1041398743217,0.604760680580227,0.641651403711459,0.579265354004287,0.600265104165583,13,"medic","inter"
"440","silvo",27,56.0966437888465,0.485827580576114,0.532677909678995,0.598737923793557,0.651351726954516,17,"scout","prem"
"441","matttt",22,56.0832230853276,0.568100269905233,0.567132498743463,0.360301168508233,0.620967066708273,16,"soldier","prem"
"442","feggie",26,56.0772956885429,0.482582907886352,0.548981814168843,0.660704057910203,0.542478006475557,20,"soldier","inter"
"443","b25",16,56.0529705091717,0.560385122860131,0.516116200497531,0.413154140927271,0.58402189884222,14,"soldier","prem"
"444","myyyst",28,56.0375759663096,0.43171593109747,0.509912830016061,0.704713412764017,0.633765295455421,1,"scout","prem"
"445","Sam.",24,56.0317152455066,0.464604418341221,0.60298231765142,0.558206211238077,0.649210992267985,16,"scout","prem"
"446","feyn",27,55.9974725773697,0.471827509356349,0.64824324677102,0.509514605054122,0.556025004611291,18,"soldier","prem"
"447","ory",24,55.9800164579963,0.492610385322774,0.503813267818614,0.621553574008779,0.580480206854575,14,"soldier","inter"
"448","john the asian",26,55.9788971579713,0.491802887564548,0.473262442760698,0.693612835161015,0.570842163088653,16,"soldier","inter"
"449","Raelen",29,55.9559250124336,0.445669339741638,0.637482375194341,0.549075493179088,0.304500594342374,2,"soldier","high"
"450","yewl",27,55.8943969339065,0.524074239105024,0.616988897898153,0.398425378793657,0.570123696528073,20,"soldier","prem"
"451","HERTZ",27,55.8705906624448,0.555616593248278,0.427171040297382,0.511351410166886,0.574958213820183,20,"soldier","prem"
"452","dauq",23,55.8496000581886,0.538482264518349,0.486794882305351,0.714323974979025,0.363283321574871,4,"scout","prem"
"453","john the asian",27,55.8301144969543,0.548153372460369,0.483066805770357,0.512342482975582,0.65160810323872,8,"soldier","inter"
"454","seraph",25,55.8202040790034,0.498456406946025,0.560705532705402,0.559187581245029,0.649695178804958,8,"soldier","inter"
"455","kayne",25,55.7958368510555,0.456134865917719,0.574659177151741,0.643373068971173,0.485886071164344,14,"scout","inter"
"456","Rising",25,55.7799524746407,0.580249311395143,0.614615549126755,0.522010624409225,0.720158929225736,2,"medic","prem"
"457","feggie",24,55.7542483465079,0.597337310221439,0.542502344569838,0.403284943410955,0.433149070215962,10,"soldier","inter"
"458","Sky",28,55.7366036762547,0.454806159045211,0.699699887122879,0.347418113236953,0.614573557850984,15,"scout","inter"
"459","ram",28,55.6746538866053,0.573469592934559,0.707912565198861,0.490080767044877,0.73089782015519,2,"medic","inter"
"460","samson",24,55.6545935400241,0.468737325864494,0.54926756159039,0.629734237748691,0.600555895605002,17,"soldier","inter"
"461","ceekay",27,55.6195905694277,0.583587052928505,0.395544922777195,0.567829303610996,0.446790272338837,12,"scout","prem"
"462","lock",24,55.5704382593235,0.562716940733673,0.66621240896986,0.565014982576836,0.590617926832535,20,"medic","prem"
"463","Delphinoid",24,55.5591002783349,0.568232303056637,0.613254915041712,0.294750513375705,0.636292365853994,15,"soldier","inter"
"464","morphe",25,55.5418432327364,0.533038878365339,0.627966059810564,0.450675702959757,0.495924794585172,16,"scout","inter"
"465","aporia",15,55.5086979399282,0.590370415108075,0.440138501299071,0.419091328586109,0.543109868057237,22,"soldier","prem"
"466","emgee",19,55.4975750340218,0.572629824703475,0.416192132519455,0.484609059336089,0.471150615403845,9,"soldier","prem"
"467","riot",18,55.4607093705362,0.492004820296718,0.571028952898185,0.567732936572986,0.531359269310525,14,"soldier","prem"
"468","emgee",16,55.4253141269999,0.584474683268457,0.425136775444022,0.454717649463578,0.478187827862082,13,"soldier","prem"
"469","hyper",22,55.4227889460909,0.501759633945748,0.572209508216176,0.528689298854298,0.653574815549455,2,"scout","prem"
"470","Raze",25,55.4163954456091,0.469345767660324,0.620163097554207,0.5470291947986,0.547288940564968,17,"scout","prem"
"471","Susu",27,55.414538904364,0.46194427276559,0.530889902689803,0.627887322376936,0.541028594467387,15,"scout","inter"
"472","deceptive",29,55.3821509710861,0.546777640309492,0.634588489956374,0.320097218834099,0.466156295000244,10,"scout","inter"
"473","heebs",29,55.3559481869304,0.59585463083937,0.558258242339414,0.408426888682184,0.52556888516346,10,"scout","prem"
"474","down",23,55.3496997606403,0.57676801333957,0.404370933565865,0.581789619538992,0.474042716866222,21,"scout","prem"
"475","bill",25,55.3431753172356,0.54317752344916,0.609636173712404,0.371670588740981,0.487662020986333,14,"scout","inter"
"476","enrith",25,55.3189070229071,0.561583602719335,0.418771427523297,0.517379899534428,0.516255530786603,15,"demoman","prem"
"477","matttt",21,55.3107997107219,0.475286350001992,0.561170542509629,0.599830121936124,0.535391990626999,15,"soldier","prem"
"478","hyper",20,55.2813956029361,0.555915361364013,0.490153978490554,0.568603275929005,0.428913572859905,13,"scout","prem"
"479","morphe",28,55.2540173044792,0.518631407964991,0.51138380231123,0.499656814336236,0.484196835036141,10,"demoman","inter"
"480","teejay",27,55.2445405765026,0.637411718266745,0.40034454073797,0.444177937020489,0.386738916945961,8,"scout","prem"
"481","Ravu4",27,55.2324311168533,0.593978181546717,0.690118122436907,0.671092280937838,0.692749073693637,16,"medic","inter"
"482","kELlEr",24,55.2281573276857,0.608773132141032,0.676902136447797,0.609442197437497,0.609970992316545,19,"medic","inter"
"483","T3",28,55.2187857555371,0.541689623259366,0.501841373990588,0.363213409854242,0.544902994754311,20,"scout","high"
"484","L0RD 80T1CUS 0F 80TSW4N4",29,55.2115009721717,0.647730987980443,0.716828961280062,0.624836978127985,0.445949689279393,4,"medic","high"
"485","Bonk",28,55.1378548818647,0.528103539029889,0.583547670807851,0.459029024529612,0.4980135291484,19,"demoman","high"
"486","Essence",26,55.0718656941761,0.651729267867302,0.585264394121486,0.583433090061759,0.690447112295124,13,"medic","inter"
"487","davi",26,55.0662858567498,0.470520707415096,0.589153015275704,0.490446579328608,0.761442041654082,2,"demoman","inter"
"488","Halfwrong",24,55.0619387178522,0.613945574521443,0.581752642874912,0.515587458409086,0.515679168199581,13,"medic","prem"
"489","namey",21,55.0519813239135,0.485528759670681,0.542509912330581,0.55211442210321,0.694731373133889,2,"scout","prem"
"490","Essence",24,55.0409792755482,0.541792835234048,0.728112846474058,0.598527373905999,0.636871102818996,21,"medic","inter"
"491","dauq",20,55.0361661275391,0.549360418569455,0.469504211097107,0.577044116093929,0.460264340278003,15,"scout","prem"
"492","bill",29,55.0200078210245,0.359166500814043,0.841837644683024,0.457955994327794,0.529809192628406,4,"scout","high"
"493","durc",19,55.0076756206358,0.467599665817263,0.588315605714931,0.547728802287775,0.511179070655388,16,"demoman","prem"
"494","beni",29,54.9832991540681,0.460450858207855,0.680127438174134,0.359676173440654,0.540327731186098,4,"scout","high"
"495","yewl",24,54.9719920847339,0.469233800304856,0.686338270381999,0.397446186536746,0.591277509551084,16,"soldier","prem"
"496","Sam.",27,54.9473339642798,0.594541337764504,0.328948253249687,0.575549885883669,0.442202660861311,14,"scout","prem"
"497","munch",25,54.9343623599942,0.676331028612282,0.511296919705248,0.656338602850032,0.626414552233327,2,"medic","inter"
"498","johno",19,54.9220128519387,0.38396340310441,0.718805941322144,0.779837483405681,0.658139706932675,14,"medic","prem"
"499","pause",23,54.9097662258404,0.485323272877173,0.548086723036565,0.633920986827409,0.494826803353536,25,"soldier","prem"
"500","Ravu4",29,54.9079032038815,0.597471455141571,0.629416145982797,0.630403613960301,0.693404527881502,10,"medic","inter"
"501","myyyst",25,54.8784452761311,0.461605173346416,0.553189226116573,0.56763959711666,0.576585915362298,4,"scout","inter"
"502","pause",19,54.8690083427891,0.43474047410002,0.592711681505718,0.612200019767832,0.503107332201919,12,"soldier","prem"
"503","lunar",21,54.8519113606522,0.376031158439961,0.738230487340474,0.617262871008554,0.700687730660922,2,"scout","prem"
"504","yewl",22,54.8517091215609,0.569763561355702,0.536097711519359,0.325384019943472,0.63897043482706,19,"soldier","prem"
"505","Zaka",15,54.8311076587746,0.466764216782492,0.537069274752763,0.541090433514823,0.655865495241584,24,"soldier","prem"
"506","/dev/zero",24,54.7902585970298,0.352360118619064,0.849862193424134,0.488825715681374,0.783587052300237,3,"soldier","inter"
"507","cooki",14,54.7379111736214,0.504451114938875,0.536856296964447,0.570383451457649,0.452651482275681,13,"scout","prem"
"508","adolo",26,54.7349922521368,0.510594389873043,0.470421989713691,0.666783861443118,0.433473066350249,10,"soldier","inter"
"509","phosphor",29,54.7012409201611,0.483320096852723,0.526695412500281,0.451174379436356,0.526492822015196,8,"scout","high"
"510","render",14,54.6703132689976,0.618846558693793,0.368391955973026,0.39681660203953,0.460664347730683,14,"soldier","prem"
"511","SoLe",19,54.6668849150089,0.411615109982509,0.630430334015074,0.566337766002497,0.616695119964649,20,"soldier","prem"
"512","Manceloot",26,54.6637564370354,0.374363705089411,0.822061147267052,0.383993918476973,0.789082370362828,2,"scout","inter"
"513","micro stiffy",28,54.6498069453772,0.534177788459509,0.479202265574371,0.395969631512629,0.48109641548622,12,"scout","inter"
"514","faithless",15,54.6401204892465,0.523259209947009,0.434963256264469,0.531806843892708,0.676228599989904,4,"scout","prem"
"515","kure",20,54.6213123965374,0.48969363094559,0.570144679219184,0.550142914028895,0.567403273994692,17,"scout","prem"
"516","Kir1to",24,54.5979459782447,0.543495884230342,0.41203636289925,0.595443279376774,0.472640041328156,4,"soldier","inter"
"517","lerl",24,54.5493623986589,0.404143517577882,0.699120812662831,0.576180514400063,0.609959486287878,2,"scout","inter"
"518","HERTZ",22,54.5447345869806,0.543758810429102,0.40419664135803,0.549217284737633,0.581745154935177,19,"soldier","prem"
"519","hsr",21,54.5360205747339,0.498439449234931,0.576277400265079,0.601015362448098,0.413795319910615,9,"scout","prem"
"520","cow5rkool",28,54.5269079046731,0.526667369649887,0.461691294569347,0.481031537397273,0.374442131829112,4,"scout","inter"
"521","yewl",26,54.4803266325053,0.503324507806462,0.615745933784853,0.380773006349318,0.54930781834027,22,"soldier","prem"
"522","Elmo.",22,54.4772974082455,0.513505648192506,0.471158851481981,0.577562843693054,0.569743478135964,19,"scout","prem"
"523","conor",27,54.4714907423646,0.500698809480214,0.563327591804809,0.57448267187644,0.55558332182601,12,"scout","prem"
"524","Ben",20,54.4515709532526,0.503434002901466,0.57125954786844,0.515203782758209,0.54846291917355,10,"scout","prem"
"525","dogroll",25,54.4459926714192,0.567378451680569,0.585445205628531,0.56032568820389,0.502481874541142,23,"medic","prem"
"526","Doge.exe has stopped working",27,54.4169940204218,0.571075171877172,0.483764953903243,0.447163338678759,0.570849555092478,17,"soldier","prem"
"527","b25",15,54.390507480357,0.537353857843995,0.448623018934214,0.500648598366535,0.614907651529986,10,"scout","prem"
"528","ZiLyfe",26,54.3634602476516,0.450973203383884,0.531733556072587,0.513187762693754,0.702560710029536,9,"scout","inter"
"529","Daz",24,54.3182194796909,0.516509231024495,0.542608379114216,0.576482605131649,0.475716854162843,7,"soldier","inter"
"530","krollic",28,54.3028016632541,0.585573253197664,0.408450715742675,0.393498414281082,0.541362226169561,14,"scout","prem"
"531","dauq",28,54.2928065967725,0.401568616975618,0.721774480606759,0.52104778910809,0.578783699985452,17,"scout","prem"
"532","lau",25,54.2692581081726,0.555723087142919,0.557701783300882,0.510065448746499,0.717621562212219,17,"medic","prem"
"533","rem",28,54.2285679938793,0.681689869751274,0.610247056470553,0.635355193726254,0.419729335243956,5,"medic","high"
"534","cooki",16,54.221599242265,0.525655120019401,0.517771142000476,0.463017964887627,0.575709009637959,17,"scout","prem"
"535","jacc",19,54.2204096715051,0.494269405508862,0.543616741581748,0.463235981171354,0.542773140065629,14,"soldier","prem"
"536","emgee",18,54.2053594813525,0.573348956924171,0.470259614991223,0.434385180933139,0.464528053876395,14,"soldier","prem"
"537","Bonk",26,54.1926599532505,0.515787529711724,0.450931300342422,0.567345819031619,0.576617505515145,16,"demoman","inter"
"538","wulonggoth",27,54.169517770488,0.501533604795273,0.581264212197411,0.423349940670052,0.550438294568765,13,"scout","inter"
"539","riot",21,54.1588963477809,0.47193504745808,0.564280214808661,0.569639536450584,0.50324180206287,22,"soldier","prem"
"540","undrex",24,54.1421175248068,0.579010728677116,0.392279479494509,0.513952379687119,0.425119359749374,6,"demoman","inter"
"541","redcoat",18,54.1410061522694,0.475275979027643,0.554348725857949,0.561387642832765,0.545249569144287,12,"demoman","prem"
"542","Rockeyroad1415",29,54.094399097816,0.614419795960568,0.615736829787944,0.580922409280029,0.581821595314037,4,"medic","inter"
"543","SnowSky",25,54.0872587535589,0.760682733166589,0.393894079969288,0.524360484151611,0.549716469038223,2,"medic","inter"
"544","mac",16,54.0829426409665,0.588964516234867,0.368030749231814,0.491985833588141,0.475498016001198,6,"scout","prem"
"545","durc",29,54.0713373202845,0.50475739662089,0.538566174339045,0.339037417264529,0.477853969668795,6,"soldier","high"
"546","redcoat",21,54.0500153195654,0.513386258741384,0.534978829160381,0.48815371617147,0.526853437482891,24,"demoman","prem"
"547","sphilliz",28,53.9335771448954,0.483051159896021,0.492386898400273,0.463786834354303,0.521666726601791,15,"scout","inter"
"548","ZiLyfe",24,53.9012040444844,0.471738006146177,0.551912491040357,0.636619408498607,0.405253803730556,2,"soldier","inter"
"549","123beef",28,53.8950096446224,0.343343050286674,0.733481070290005,0.554470240757379,0.512101421028433,19,"soldier","high"
"550","lock",27,53.8883782127472,0.530693996882901,0.630660797652899,0.58610359783033,0.620394936409545,18,"medic","prem"
"551","Trumpet",23,53.8775471611974,0.53380914941799,0.642561947867064,0.381630782499405,0.452141498275599,7,"soldier","prem"
"552","conflux",28,53.8738733347766,0.445274387441524,0.681862026847387,0.755858948244046,0.591917085190894,2,"medic","inter"
"553","kpc",20,53.8714163297645,0.552225750336577,0.368354280800304,0.538609506636798,0.3792532609984,12,"soldier","prem"
"554","Moop",18,53.8475035320327,0.524010045383324,0.464956683050873,0.499367116084743,0.570478373419967,17,"demoman","prem"
"555","Ravu4",28,53.8068298671461,0.614098688402708,0.566005101755749,0.71005669561332,0.637090265055428,2,"medic","high"
"556","Raze",23,53.755096711397,0.583650342853688,0.386012749209077,0.580806915687683,0.333669208734424,10,"demoman","prem"
"557","Bread",26,53.7421044478984,0.53145218895552,0.494853929116007,0.395518610171824,0.556000156140843,17,"scout","inter"
"558","Shupah",28,53.7113809617998,0.442002907592612,0.556763530267863,0.554324214065412,0.49921313550139,14,"soldier","prem"
"559","dauq",27,53.6944677061747,0.553909510832599,0.450475450271705,0.464814163964719,0.516315510575368,16,"scout","prem"
"560","Dave",21,53.6925879380479,0.500267691565186,0.609122471870661,0.647411909797922,0.698967496302233,9,"medic","prem"
"561","lau",20,53.6886180343183,0.528750301578253,0.456747821404121,0.55717300879744,0.412040949875929,10,"demoman","prem"
"562","seraph",28,53.6694803489516,0.431765906037658,0.548273852204476,0.640168733679273,0.497266366932773,5,"soldier","high"
"563","weed liz",25,53.6552476667965,0.586317619517697,0.65141462239328,0.61258994779061,0.651656404156379,18,"medic","inter"
"564","ekac",28,53.6361949346674,0.384120398917046,0.695168274137734,0.618544883697317,0.470111667521338,10,"soldier","inter"
"565","HERTZ",24,53.6334539833967,0.520622147884834,0.514849537222028,0.387589040732473,0.586057067114045,18,"soldier","prem"
"566","Kimber",25,53.6333332063236,0.598745648053301,0.498491753583465,0.340358094454172,0.540590678533591,14,"soldier","inter"
"567","mix",28,53.6164920424583,0.484331547223269,0.664697328521474,0.399143120886308,0.467394817067272,17,"soldier","inter"
"568","riot",27,53.5836724549274,0.529688381988913,0.391004229823614,0.567391856858494,0.446375536168143,16,"soldier","prem"
"569","riot",28,53.576093017467,0.467842657671978,0.517133967047772,0.506580413802541,0.53363492754281,17,"soldier","prem"
"570","Dylie",14,53.5667027258591,0.413748481530038,0.663552525284479,0.62387443011459,0.429587488832043,12,"scout","prem"
"571","starbucks",29,53.5567005184725,0.409714113306027,0.628725574942237,0.637956854957781,0.688002917523931,4,"scout","prem"
"572","xyph",16,53.5505628342135,0.529404137310316,0.449173121315503,0.569628764083026,0.41397161512909,10,"scout","prem"
"573","feyn",20,53.5235740765338,0.531323622716356,0.433089230300348,0.561576341827313,0.399092015680593,4,"soldier","prem"
"574","Essence",29,53.4990932301092,0.615189874384075,0.624651235347178,0.561503565110779,0.43641805003905,8,"medic","prem"
"575","explode",18,53.4913407634177,0.416413632121295,0.6024349279614,0.835185135542202,0.713774713202952,2,"medic","prem"
"576","redcoat",19,53.4867425084442,0.540657432009517,0.431430048339477,0.528163533771901,0.348962538625409,10,"demoman","prem"
"577","beni",25,53.4736448025276,0.431778974477977,0.569397753726393,0.597360516783575,0.523161713909558,14,"scout","inter"
"578","cooki",21,53.4553155766858,0.577141333165128,0.460628673527299,0.414315887898025,0.518064487881933,18,"scout","prem"
"579","Shupah",23,53.4455705721542,0.514429910752292,0.502271481396259,0.507315932646583,0.541445820693698,14,"soldier","prem"
"580","down",18,53.4174313639359,0.476515036952616,0.563467470723211,0.564466082778806,0.509077261732123,11,"scout","prem"
"581","campbell",21,53.4116262201092,0.576818424125899,0.414904948952979,0.440899927914227,0.475660710023639,8,"demoman","prem"
"582","feyn",23,53.4053978763505,0.560823747956374,0.51923256380203,0.389680928276545,0.504652726453789,19,"soldier","prem"
"583","blank",28,53.384041389305,0.524016805542227,0.471517146195348,0.437475895735242,0.334676533655359,12,"soldier","high"
"584","suave",28,53.3769538161866,0.436228511169369,0.541289489726619,0.539167742670272,0.465977648932337,6,"scout","inter"
"585","phosphor",25,53.3758787773983,0.583554383429893,0.319975696102191,0.524224034091903,0.437430596668398,10,"scout","prem"
"586","feyn",18,53.357452621581,0.510514793649775,0.464219005112662,0.542635019054733,0.478864943689703,14,"soldier","prem"
"587","Andyroo",29,53.3158297558281,0.484546948442399,0.53675877646805,0.603355937466775,0.420662810337262,10,"soldier","inter"
"588","lau",23,53.2936373358583,0.535903250457662,0.475859716974373,0.460407436173447,0.662776521930612,2,"scout","prem"
"589","crunk",21,53.2814498570363,0.586012689065143,0.429858199624649,0.642130676311366,0.559069465121762,2,"medic","prem"
"590","Shupah",26,53.2596333322735,0.441515912896937,0.539769432071137,0.545265128465405,0.585926480664508,19,"soldier","prem"
"591","ALT",27,53.231077694998,0.455173235639825,0.564085482541773,0.615342279782177,0.49873836485836,16,"soldier","inter"
"592","Jaybladezz",14,53.2222818016417,0.274248581708898,0.99999982908927,0.499947750400037,0.576121988547538,1,"soldier","prem"
"593","maz",29,53.1989218565947,0.583160087414267,0.367821182167525,0.511690746475452,0.402776452457004,4,"demoman","inter"
"594","HERTZ",17,53.1641246171734,0.682205355715,0.294770834647624,0.371858045816254,0.53494048860936,17,"soldier","prem"
"595","ZiLyfe",27,53.0928526373642,0.308115614971898,0.746275763058008,0.663951746302845,0.606955582918823,15,"scout","inter"
"596","micro stiffy",24,53.0853559949249,0.508215244004275,0.201605015678707,0.717395854885533,0.497811181954175,1,"scout","inter"
"597","v4na",28,53.05314361976,0.520536122053769,0.559419547487432,0.524977552866088,0.525615684568159,14,"medic","prem"
"598","lock",20,53.0302903100976,0.418313086719875,0.587392912639037,0.607730326577837,0.536249382515793,14,"medic","prem"
"599","Ian",24,53.0302517394008,0.568695883215282,0.388443505115498,0.432245545356777,0.448949863902724,4,"scout","inter"
"600","ace",27,53.0223272528237,0.516819113685068,0.512611833720081,0.493451538840499,0.541081583199434,15,"soldier","inter"
"601","SoLe",14,53.0111525150884,0.421212167872716,0.589168138397724,0.480630185140008,0.681473666598446,10,"soldier","prem"
"602","Shupah",29,52.994100784259,0.498704027758584,0.500714926622673,0.50660063114281,0.690471565483914,8,"soldier","prem"
"603","SoLe",22,52.9875285627401,0.557288182854876,0.578224469001225,0.540177760497594,0.630454299713336,13,"medic","prem"
"604","JD",29,52.9639800248498,0.606900426548186,0.610404727897142,0.587047805164233,0.536387059864222,8,"medic","high"
"605","krollic",16,52.9548789988812,0.771293890096326,0.180469064460024,0.167677309672084,0.394629988435876,3,"soldier","prem"
"606","JD",26,52.9499332550649,0.398815220899343,0.649615002943101,0.693123448120862,0.625086280955703,7,"soldier","inter"
"607","frydog",28,52.9452772861147,0.496562705853303,0.44314685995543,0.566799673208564,0.411426137064621,10,"demoman","inter"
"608","Precious.",29,52.9427439622957,0.581344341513233,0.523652475770594,0.456900196866317,0.33823684556816,10,"scout","prem"
