"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"1185","sage",16,43.2124256581011,0.3317599787528,0.381233273388996,0.399637271522124,0.30200427471086,4,"medic","prem"
"1186","ram",23,43.1908608728188,0.328728957761763,0.476735943726138,0.477387121509675,0.339719205802271,6,"medic","prem"
"1187","Montgomery Wigglesworth",26,43.1881488659431,0.327463164788527,0.445470809848386,0.366535078249149,0.487963251028495,6,"medic","inter"
"1188","nicholas",29,43.1848102408737,0.33511587341132,0.529450482059237,0.443739943535958,0.685691310759798,4,"soldier","inter"
"1189","kaos",29,43.1737771908728,0.405736648599225,0.592176384993927,0.276318779926911,0.32333862752728,6,"scout","inter"
"1190","Wack",29,43.1566512340209,0.298919284021986,0.719753025351558,0.374325395883862,0.485470195921235,10,"demoman","inter"
"1191","RaptR",20,43.1533237947191,0.395950912262794,0.433456841930837,0.367439922869986,0.437792568270581,8,"scout","prem"
"1192","rohan",29,43.1413542055508,0.330129747106317,0.569425467980002,0.467517793708769,0.403383624191715,10,"soldier","prem"
"1193","Trumpet",27,43.1235903775263,0.430583904228595,0.45231819810812,0.306686209440388,0.391358310177282,12,"soldier","prem"
"1194","D-Fault",28,43.1233816635386,0.343313780816601,0.362856390460055,0.416415562961428,0.345000918373573,9,"medic","prem"
"1195","Yauch",19,43.1216904593911,0.390671428308599,0.442348362769087,0.366742129013424,0.449982862899289,9,"soldier","prem"
"1196","Halion",23,43.1214650615386,0.460579226715757,0.274422256293862,0.507275914624649,0.320212564772321,4,"soldier","prem"
"1197","quid",22,43.1208020232903,0.398329220079104,0.439036316941474,0.485720175017987,0.414126273276868,14,"scout","prem"
"1198","Dave",25,43.1079443739122,0.331684858696497,0.500932633151926,0.356372195580515,0.316480141793951,2,"medic","prem"
"1199","Luggnuts",28,43.1067802062479,0.459768004381991,0.537991027582412,0.501794481553373,0.3672408164061,4,"medic","high"
"1200","Dr.Awesome",21,43.0545329992895,0.444052171972202,0.334911547340093,0.39418165435834,0.32312068799456,6,"demoman","prem"
"1201","Gotaki",24,43.0456690361346,0.359688579503654,0.477058730388087,0.417223843173268,0.507344395214969,4,"scout","inter"
"1202","apodyopsis",19,43.0426885737306,0.271049552304524,0.418215427056202,0.514053226489142,0.305291377460046,6,"medic","prem"
"1203","Yauch",17,43.0402500828083,0.264821140454991,0.435214155254237,0.575184273187667,0.405057889051959,2,"medic","prem"
"1204","Fozzlm",16,43.0171481881587,0.263144475558064,0.412141042447956,0.489867675945974,0.364350182726064,8,"medic","prem"
"1205","knoxu",28,43.0079287603994,0.359685696186872,0.656050910669433,0.518842992782935,0.302872581174866,2,"demoman","high"
"1206","crypto",24,42.9876594318673,0.353449428000748,0.369304529424821,0.410920840098079,0.267605330487463,4,"medic","inter"
"1207","Rising",21,42.9825448431056,0.323891621641183,0.436326661081069,0.464399425299981,0.426479678006352,12,"medic","prem"
"1208","jen",24,42.9485528548225,0.296896548842569,0.392388708290363,0.448589411569559,0.420457860839436,6,"medic","inter"
"1209","Halfwrong",17,42.942464809857,0.313720597822836,0.373523124190428,0.536118288830237,0.339158380425211,10,"medic","prem"
"1210","b25",26,42.9079191520819,0.43818504294908,0.28033382683062,0.453143845976353,0.39539505206206,8,"scout","inter"
"1211","ALT",28,42.897463762276,0.42006126291977,0.341207093001392,0.449571981410322,0.36019383636947,12,"soldier","prem"
"1212","melons",15,42.8911348791736,0.261141517519635,0.396531878210119,0.516529268337975,0.277637355184476,4,"medic","prem"
"1213","Hobbes",17,42.8580305209809,0.330205431611873,0.342606509551615,0.518889414089517,0.534876550040141,9,"medic","prem"
"1214","Calski",26,42.8433265980117,0.410822990220148,0.345316942033793,0.520214414958505,0.423712745036692,4,"scout","prem"
"1215","morphe",28,42.8270836198681,0.354837133467337,0.64220361600111,0.506775522174805,0.366004450673154,4,"demoman","high"
"1216","dubious",26,42.7978048271986,0.366609894942644,0.399821486321415,0.46615884388808,0.230435074744355,2,"medic","prem"
"1217","Sickday",28,42.7691298019094,0.363516397787098,0.373038677672812,0.448709397774917,0.379572052312718,4,"medic","inter"
"1218","fear",14,42.766145842183,0.246726188351945,0.394514417145883,0.486293035442518,0.398450126723758,12,"medic","prem"
"1219","Sickday",27,42.7621335611139,0.428664720442856,0.305351476116672,0.509064112526311,0.311758260170247,10,"scout","prem"
"1220","sea anarchy",17,42.7474485893604,0.274558154458036,0.432381398586972,0.540454116333063,0.362879795902089,6,"medic","prem"
"1221","Sickday",26,42.7153752616081,0.37052561793123,0.45788437968564,0.509002427255712,0.412083141576277,12,"scout","prem"
"1222","space",29,42.7111574689676,0.32724002701284,0.600466228035975,0.350166738921997,0.512879320326338,8,"scout","inter"
"1223","kpc",21,42.7028272493477,0.373307474822165,0.460274722848982,0.385821100879453,0.476486875123606,14,"soldier","prem"
"1224","arnold",14,42.689140271811,0.239115012963206,0.435019844440007,0.49569764145591,0.321609635438261,4,"medic","prem"
"1225","Shupah",27,42.6437841601071,0.440624388446238,0.345992142137744,0.343768303585582,0.441160046380381,14,"soldier","prem"
"1226","bird",21,42.6422847184189,0.270372564870528,0.410332290620195,0.523998812427812,0.335564366191701,7,"medic","prem"
"1227","Ghost",28,42.6173161042703,0.38555266235926,0.405449310010878,0.473537954894861,0.35703906465272,12,"medic","inter"
"1228","hyper",24,42.587170217061,0.356236645893121,0.523457716426099,0.516649667067366,0.273277988641368,2,"scout","prem"
"1229","wulonggoth",28,42.5595410242933,0.337516842565816,0.48104126650235,0.485324331693309,0.398806326766005,10,"soldier","prem"
"1230","Lev",29,42.5558258815031,0.375638721214199,0.514614604115592,0.260914774266866,0.463856904168598,6,"scout","high"
"1231","kpc",19,42.5232623675894,0.313290209328544,0.536680939603477,0.420645054063384,0.48615935490189,18,"soldier","prem"
"1232","D-Fault",27,42.5225111189132,0.394725911303893,0.368507611268147,0.412220722087263,0.24809633838078,2,"medic","inter"
"1233","sage",17,42.5187637839264,0.254906111946762,0.405303610875029,0.579327844204561,0.383955203399245,7,"medic","prem"
"1234","quid",16,42.5015677038265,0.433407193133257,0.320682178333247,0.378362992608259,0.416865266034254,12,"scout","prem"
"1235","snazzy",26,42.4746827189015,0.383252709147396,0.379792307621726,0.442072434188025,0.294078299940062,14,"medic","inter"
"1236","hyper",19,42.455581527572,0.426418753379195,0.347799301548144,0.432834250649183,0.273702924599799,7,"soldier","prem"
"1237","lunar",28,42.4403734107318,0.460874928757478,0.471282877797066,0.401843751303503,0.359849228194231,12,"demoman","high"
"1238","Eternal",26,42.4288773813317,0.3572950201743,0.47012487390114,0.591054886827907,0.335498488425577,2,"soldier","inter"
"1239","Laz.",28,42.3271725521928,0.296797900182238,0.573590430731741,0.410465582803761,0.5373521279147,18,"scout","inter"
"1240","Ampersand",21,42.3232946472486,0.271322583341707,0.340488970655605,0.550187699803879,0.35584859465445,2,"medic","prem"
"1241","Suwawa",29,42.3037909167335,0.432496464268089,0.402481247637321,0.369398260731918,0.352156938116511,2,"medic","high"
"1242","Rei",27,42.240220468814,0.453739413533112,0.311256080575609,0.408588229624678,0.303058323810262,11,"scout","prem"
"1243","Shifta",24,42.2203251369776,0.392273920479302,0.391653582673099,0.523748747130045,0.310851999155429,6,"scout","prem"
"1244","silvo",23,42.2130304293605,0.377923363956507,0.451319338052793,0.427167645142324,0.514326547800765,14,"scout","prem"
"1245","JD",24,42.1832394251005,0.368315092402203,0.379305079280893,0.552853593028541,0.338881004256096,12,"soldier","prem"
"1246","jacc",22,42.1748082303462,0.495950486700754,0.374094871053009,0.309518746877362,0.276915914298591,2,"soldier","prem"
"1247","takeyon",28,42.1399604508481,0.40623864880253,0.557524387979946,0.239816564298962,0.406294659191206,4,"scout","prem"
"1248","tragic",16,42.1099736241586,0.465581973011163,0.294380619202504,0.406213665947264,0.227772568090349,3,"scout","prem"
"1249","undrex",29,42.1028938505834,0.388272812160391,0.544682930437219,0.309818350398932,0.570144889315683,10,"soldier","inter"
"1250","emgee",26,42.0637009609108,0.432252587051369,0.440359202902953,0.335633619221126,0.375402167867047,14,"soldier","prem"
"1251","Kodyn",28,42.0393357527479,0.396238709071859,0.363976489188393,0.390649100427758,0.548363434019202,6,"demoman","inter"
"1252","Jäger al-Maslul",25,42.0325667444096,0.38892207091315,0.382027561136534,0.4506432070277,0.392441377709214,4,"medic","inter"
"1253","TheWiggin",20,41.9512719265005,0.315616510680044,0.491375505980362,0.363503453889463,0.501396789736994,13,"demoman","prem"
"1254","durc",28,41.9418596625181,0.346834918966208,0.529308855095455,0.454786053230097,0.354414343175156,8,"soldier","high"
"1255","lepingu",20,41.9303904283509,0.374406503853094,0.445096614864279,0.369355865342727,0.418164676328022,10,"scout","prem"
"1256","catfish",23,41.9259060207808,0.482963638055008,0.290590962738956,0.391284636930447,0.289427545529029,14,"scout","prem"
"1257","Sessal",25,41.9240742108984,0.389433633663355,0.435843578796332,0.451742789845525,0.443367322104598,14,"demoman","inter"
"1258","Zaka",28,41.886374866466,0.441287573922549,0.368584403853545,0.325293576846147,0.37329716730213,8,"soldier","prem"
"1259","andre",29,41.7978246310634,0.364222300052323,0.616490977693426,0.212551086324454,0.351145939001847,8,"scout","high"
"1260","blank",23,41.7975570436777,0.319958011927346,0.393037230707657,0.473159718780434,0.297923463726281,14,"medic","prem"
"1261","Paulsen",27,41.7820413661903,0.415096132591484,0.309598350787636,0.415153107931529,0.372470870634664,12,"demoman","prem"
"1262","kenji",29,41.7683438605664,0.318004778306726,0.668125417099332,0.376396491090107,0.363437649368636,8,"demoman","inter"
"1263","Rising",24,41.7645198180318,0.448436790456292,0.372359969954511,0.337240677882968,0.444460046561054,16,"soldier","prem"
"1264","scandal",23,41.7640288900673,0.375643502816937,0.39252093012826,0.522368127211888,0.397269805059484,12,"scout","prem"
"1265","cos coa",17,41.7569093143116,0.271708957594723,0.50834595056568,0.505909739517904,0.522789580026215,9,"medic","prem"
"1266","psyco",20,41.7534072601175,0.319494304141568,0.547117179247645,0.37920474874675,0.403074368346982,10,"soldier","prem"
"1267","Sean",16,41.7482216509294,0.329461146873064,0.383862200195736,0.45882551314699,0.438559690596837,10,"demoman","prem"
"1268","jash",17,41.7201311940783,0.405445311719436,0.411156246507908,0.352459644061943,0.470899058259507,13,"scout","prem"
"1269","athena",15,41.7071503271393,0.236495161583425,0.350775640734683,0.4911714601314,0.301194719328452,10,"medic","prem"
"1270","123beef",27,41.6980224483336,0.317523839409989,0.554704695730444,0.481331592440919,0.273214971908577,2,"soldier","prem"
"1271","bulk",17,41.6851317058133,0.429150423533616,0.2712042053762,0.369351916919037,0.466671171188745,6,"demoman","prem"
"1272","whiscash",26,41.6757358450085,0.409944267655077,0.323532850532368,0.440790735478518,0.381297564415254,12,"scout","inter"
"1273","jacc",27,41.664107034076,0.29420503694395,0.581136745514951,0.497099164641675,0.483655254983816,16,"soldier","inter"
"1274","Rias Gremory",28,41.6580393529245,0.31322759044899,0.690117939869678,0.377391757866336,0.39426867047192,10,"scout","high"
"1275",".pandemiC",21,41.6383008911861,0.378531228062766,0.453516305343525,0.398641831393398,0.387590475668643,14,"scout","prem"
"1276","Yop.",27,41.5918394836122,0.356864162824815,0.337919674383549,0.541211084041511,0.35452035995583,13,"soldier","prem"
"1277","catfish",21,41.5519477799398,0.461168675941974,0.359396740683585,0.276777675136299,0.347210003798511,14,"soldier","prem"
"1278","Mack",26,41.5121816093914,0.389983596497851,0.382212118351407,0.487419819431992,0.343024526077844,9,"medic","prem"
"1279","skaz",29,41.4967925547189,0.427480265364283,0.466972182322902,0.269544581199675,0.338411147341901,8,"scout","inter"
"1280","HERTZ",16,41.4846733917974,0.412254667820059,0.304024838820542,0.329767292894488,0.545561795804214,16,"scout","prem"
"1281","TG",24,41.4664115319882,0.364491965785884,0.394533540787707,0.487878110439323,0.410243732992842,12,"soldier","inter"
"1282","ooloops",24,41.4546926789249,0.315053704408806,0.435565957047769,0.469288077217368,0.435907190690824,8,"demoman","inter"
"1283","himari",20,41.4422946105211,0.26988080996156,0.562088238029574,0.437496850373232,0.458175073262427,9,"scout","prem"
"1284","butterflyy",25,41.4049145462022,0.1,0.857282224457364,0.662141934485582,0.349661513842314,1,"medic","inter"
"1285","just jazz",28,41.3949663818044,0.489740641628007,0.410605676409472,0.443004144078271,0.347507604372267,10,"medic","high"
"1286","Eternal",28,41.3811038323294,0.339959949338615,0.435910128942042,0.545598535144886,0.414484599337854,8,"soldier","inter"
"1287","signedunknown",20,41.3804142122769,0.35398331769478,0.404372220498328,0.389822814321712,0.390737958512927,10,"demoman","prem"
"1288","jen",21,41.368981316704,0.280480946515171,0.373497369206132,0.411464378829199,0.335181678102841,7,"medic","prem"
"1289","Skunde",29,41.3664599690201,0.382582178642517,0.453199257526214,0.547541070923393,0.246805894810854,2,"soldier","inter"
"1290","Gooseman",27,41.359421683023,0.404510727079894,0.305165415100141,0.437293963638337,0.353421702668122,16,"demoman","prem"
"1291","xander",25,41.3590821878267,0.342298575282378,0.499498761566543,0.454378885071116,0.497153581980363,16,"demoman","inter"
"1292","sadgasm",19,41.3401755398389,0.439236863476121,0.415889924370624,0.241793701420679,0.34844206899733,11,"soldier","prem"
"1293","jay jay",24,41.3106987049842,0.334173515252405,0.471748528931494,0.347298142651987,0.444283881338739,5,"scout","inter"
"1294","nurf",29,41.2595237733032,0.386319787173786,0.382023126207731,0.513304684163808,0.206759978909427,2,"scout","inter"
"1295","a team of ants in their prime",28,41.2417150860968,0.33635595142324,0.35910524639272,0.642592454191501,0.44816297311513,12,"soldier","inter"
"1296","DubThink",24,41.207459475563,0.233611640871029,0.382553767695507,0.500065069676881,0.279334866673682,2,"medic","inter"
"1297","zildjian",27,41.1623043061252,0.385913924191195,0.359835824031844,0.578825711557736,0.291779501510855,8,"soldier","inter"
"1298","airflameon",28,41.1602864442039,0.319893581178879,0.319190839392247,0.482968188564632,0.483297701738552,8,"medic","inter"
"1299","Vanquish",29,41.1551571002248,0.314718396785292,0.582477074708162,0.394669540783614,0.45182876283039,6,"scout","prem"
"1300","Lev",28,41.1293052553025,0.434051026167506,0.487298490705334,0.288579724432228,0.338789946672194,12,"scout","high"
"1301","phosphor",22,41.0845952624949,0.374994764636452,0.387687210391578,0.50050785221415,0.379062052496186,4,"soldier","prem"
"1302","trev",27,41.0702485922867,0.374040291424462,0.400749470026886,0.453483745089775,0.286033424032539,2,"scout","inter"
"1303","moomoo",29,41.0650396817425,0.343808503096981,0.593780935979098,0.476566894771594,0.277182189542326,4,"soldier","inter"
"1304","jen",18,41.0566680521824,0.214184683350258,0.360385330658319,0.48264036697377,0.2928541500256,14,"medic","prem"
"1305","2345y",28,41.0483021194868,0.358411208028175,0.521843319516317,0.320950105034665,0.523223581860209,12,"soldier","high"
"1306","Yauch",18,41.0387604653108,0.345905994432565,0.417258234646118,0.414958031043067,0.315910748663246,13,"soldier","prem"
"1307","Daz",26,41.0098174121169,0.395830341849077,0.353978631107218,0.49522782550298,0.329365596879532,12,"soldier","prem"
"1308","feyn",17,40.9993924891928,0.367488993807267,0.440969481993381,0.419127374716415,0.333323658045683,10,"soldier","prem"
"1309","chief",29,40.9890127199992,0.461002643356709,0.389855682970355,0.301717286774634,0.442637825107481,7,"soldier","inter"
"1310","sporks",26,40.9594355055212,0.346592537490208,0.443813270500812,0.47057855488958,0.336517819086566,8,"scout","inter"
"1311","Fennex",29,40.9117918705224,0.267105359731045,0.603158708148723,0.498461909616308,0.361182276126508,6,"scout","inter"
"1312","Exquizit",28,40.8682654764647,0.457390565967513,0.456402495032427,0.367223055279661,0.494698422783136,2,"medic","high"
"1313","Calski",25,40.8668065473314,0.342763206606316,0.385148343908603,0.582672933540119,0.304409659644068,8,"scout","prem"
"1314","jae",24,40.8621875187938,0.176224191684986,0.373302876612019,0.586565031944703,0.337554178297032,2,"medic","inter"
"1315","benjay",27,40.8582136817843,0.348138207343879,0.36178797843994,0.539177327072819,0.314066789787541,4,"soldier","prem"
"1316","Rising",28,40.8404229932165,0.404225346399457,0.435757210144728,0.379519689628849,0.388609601751522,6,"scout","prem"
"1317","<U+5FC3><U+91CC>",24,40.8346277089701,0.340569637259006,0.418097413633691,0.541258762397709,0.220696082933469,2,"scout","inter"
"1318","phantasm",14,40.8343590511611,0.297881920139394,0.529297317065672,0.326658133523876,0.471638842276607,10,"demoman","prem"
"1319","lunar",24,40.8095458817313,0.367337818965685,0.392030521789953,0.477078869418438,0.406402770465023,12,"scout","prem"
"1320","bird",19,40.8070819363291,0.233249199677401,0.336161085305381,0.483014369077999,0.304230692852362,10,"medic","prem"
"1321","benjay",28,40.763112168312,0.405748082119527,0.371991925734604,0.36753140307814,0.366597529490189,12,"scout","prem"
"1322","fk",20,40.7460301674929,0.201568415202645,0.369086728590456,0.438867225262288,0.360887391893697,8,"medic","prem"
"1323","decap",27,40.719140812484,0.421492301611759,0.273697692009431,0.434126452509404,0.287921156237434,6,"scout","prem"
"1324","snazzy",27,40.5381402604051,0.318703239725825,0.324215523554815,0.435174856091314,0.264660282757665,12,"medic","inter"
"1325","lock",14,40.5028327302852,0.310372574196289,0.524321598245614,0.356677758779322,0.439397920878541,14,"soldier","prem"
"1326","disturbed",28,40.4886980065214,0.433651958263442,0.294802947454882,0.489268900027321,0.28244742204295,6,"scout","high"
"1327","takeyon",29,40.4811246526145,0.377501297756632,0.524009567406123,0.284392351364347,0.405279066263579,10,"scout","prem"
"1328","Johva",25,40.3965230898039,0.322069509338294,0.692593837192661,0.248894869697507,0.438391183510493,6,"soldier","inter"
"1329","Rising",20,40.3860251772205,0.460393364946207,0.297243751709422,0.231729790225044,0.369238306186407,10,"scout","prem"
"1330","Trumpet",29,40.3676077551909,0.36452866202458,0.55401746925954,0.267290039573403,0.385363223007437,10,"soldier","prem"
"1331","multi",24,40.3293934945784,0.339601364915849,0.363231315797691,0.450083870558003,0.261464692892463,6,"scout","inter"
"1332","<user>",29,40.2968820618139,0.333483087638306,0.623856249803321,0.318899589038079,0.376105846890452,8,"demoman","high"
"1333","gunky",25,40.2476071666189,0.394883375965263,0.463823285631057,0.305774490381839,0.43660794210347,14,"scout","inter"
"1334","daft",17,40.2440832754511,0.340324613634224,0.382726730038287,0.351266898551712,0.578331232980306,5,"demoman","prem"
"1335","weaponfire",25,40.2306646975951,0.324757419594506,0.487352555977183,0.467435312457357,0.415492829098753,14,"scout","inter"
"1336","lock",17,40.2286206459674,0.357368216907652,0.472975138255333,0.322958731121772,0.453424486342403,12,"soldier","prem"
"1337","kpc",26,40.1825294480611,0.261110484352474,0.602409708289593,0.523451729495041,0.501502442919249,8,"soldier","inter"
"1338","234b203cdba76524f64536d4f7362835",24,40.1164081689738,0.437756510821896,0.396405867755064,0.217301780398239,0.45718517461904,4,"soldier","inter"
"1339","lexx",16,40.1140378172246,0.455334353980431,0.274013840564198,0.279476831609895,0.343809826887762,4,"soldier","prem"
"1340","Luggnuts",20,40.0846688431435,0.333844407373071,0.488799204610709,0.301312658140418,0.475157874035775,14,"scout","prem"
"1341","Mack",25,40.0787870071657,0.332935329485799,0.745122491628341,0.261231711847903,0.327286193016305,2,"demoman","inter"
"1342","spas",18,40.0096893547695,0.395694659151742,0.342967108817116,0.306882385632495,0.34739235544113,8,"soldier","prem"
"1343","moosepi",25,39.9706971991162,0.342683716580116,0.46535943063777,0.351073696367121,0.581630535015581,16,"scout","inter"
"1344","Kodyn",26,39.9454017679738,0.396601431515753,0.364805232788159,0.387684418790375,0.435126336882981,12,"soldier","prem"
"1345","lepingu",18,39.9088695082753,0.327803736142901,0.415273269614268,0.381472340901933,0.419427702365086,4,"scout","prem"
"1346","dubious",27,39.891503486239,0.449001639661567,0.251289866313651,0.392098629840937,0.237167778863538,2,"soldier","prem"
"1347","Mercyless",14,39.8691533311901,0.320622289221936,0.432139949749294,0.382662878255101,0.438046904889837,14,"soldier","prem"
"1348","tonberry",26,39.849187516234,0.394904935049115,0.363598979013797,0.438069364453907,0.453381291118913,5,"soldier","inter"
"1349","gnat",15,39.8186596905019,0.259094916080918,0.5780381445726,0.332177070660087,0.540323160159125,14,"soldier","prem"
"1350","blank",25,39.7519967714652,0.432463332498424,0.271966457385048,0.410096795025474,0.351427481845921,8,"soldier","inter"
"1351","Charlie",28,39.680865248744,0.315299280843503,0.645328436827408,0.335464110030592,0.427867935240881,6,"scout","high"
"1352","pav",26,39.6748246971062,0.401379798917766,0.423514868138296,0.270007858634021,0.426521589686776,5,"demoman","prem"
"1353","Calski",27,39.6632844221175,0.362837344431949,0.260598502394296,0.508129450372712,0.385194369060908,2,"scout","inter"
"1354","garbo",28,39.5809795064047,0.343409222104483,0.44487296127165,0.370541763318465,0.526712552369077,10,"demoman","inter"
"1355","lunar",28,39.4444530139276,0.375533195290071,0.340418183250835,0.221876841796773,0.283595701433495,2,"medic","inter"
"1356","multi",20,39.4027969969872,0.301578093676874,0.348595624315526,0.455407235977677,0.205268064036824,2,"scout","prem"
"1357","dubious",21,39.3604965831474,0.461675461091658,0.235604829517472,0.308547413369011,0.317350918190977,8,"scout","prem"
"1358","Mikcow",28,39.327220357135,0.408616654781944,0.331515818957096,0.339970720696192,0.401711382645274,9,"scout","inter"
"1359","adolo",25,39.3080808806786,0.421949434865328,0.315907852215005,0.332551358713088,0.387595512163327,12,"soldier","prem"
"1360","dubious",25,39.280630693994,0.420032535208217,0.387669738259747,0.351526561789022,0.235434036217181,3,"scout","prem"
"1361","myyyst",29,39.280482829142,0.417330626609817,0.356717898621594,0.346211410502545,0.302744936463675,6,"scout","prem"
"1362","modus",24,39.279431259708,0.390538289826992,0.333361243224984,0.384298727065526,0.326051134329643,10,"demoman","prem"
"1363","J5",29,39.1858136295664,0.30506375708497,0.356360809148378,0.37954728740994,0.243194092203132,2,"medic","inter"
"1364","faithless",24,39.162983609915,0.449881134650811,0.257890946035974,0.355482087137663,0.363101009079582,14,"scout","prem"
"1365","LiAm",28,39.1623773464869,0.450342817594482,0.426698747083373,0.440216702782454,0.37200340240126,12,"medic","high"
"1366","lexx",28,39.1418353804227,0.347185186409105,0.438287391949143,0.353606551537571,0.402396868478499,15,"soldier","prem"
"1367","scotch",21,39.1349905542327,0.348333976583742,0.34560516179396,0.268568244834349,0.726013673021268,1,"soldier","prem"
"1368","twig",20,39.0735932367589,0.340904612798375,0.429209634217715,0.298031638511835,0.428240704648323,12,"scout","prem"
"1369","gunky",24,39.042498219485,0.286696547734785,0.419187170460734,0.489441538905292,0.286052429080056,8,"scout","inter"
"1370","disturbed",23,39.0198388024556,0.406245510137687,0.256694622852911,0.554016964890149,0.20455257782154,2,"scout","prem"
"1371","Dr.Awesome",19,38.9966499271673,0.386843050754792,0.301039303505615,0.34611696266819,0.315468792381473,6,"demoman","prem"
"1372","Torque",16,38.9818438912301,0.47295694659963,0.229921925753304,0.256000395723937,0.270798207967068,4,"soldier","prem"
"1373","Tesla",27,38.9481063588217,0.327213784772241,0.535152154561657,0.381182458977058,0.37334613965113,14,"soldier","inter"
"1374","ayr",26,38.9334507882803,0.282068384364588,0.335210951424446,0.412320622032839,0.264882188589305,2,"medic","inter"
"1375","para",24,38.9160717928442,0.346142130890865,0.300918156156922,0.478959368881692,0.234262128346914,4,"scout","inter"
"1376","Azer",20,38.9030690593237,0.193173228371765,0.216795676238388,0.336487138075486,0.528978024104545,2,"medic","prem"
"1377","john the asian",23,38.8695952374508,0.418490007951158,0.371207022046739,0.25929564386542,0.444443882133655,10,"soldier","prem"
"1378","benjay",24,38.807017162316,0.416525282233793,0.27434481026827,0.453528038491697,0.270169474956595,2,"scout","prem"
"1379","jacc",26,38.8068528754572,0.395758262565997,0.319201346790421,0.449306840902029,0.328694303885041,9,"soldier","prem"
"1380","morphe",17,38.7922879580743,0.259215504437506,0.487007582147014,0.375582380811057,0.399258200181208,6,"soldier","prem"
"1381","kanye",17,38.74163724321,0.341926428252496,0.473907667387512,0.33823878098602,0.337698695768433,8,"scout","prem"
"1382","sporks",24,38.7084655401813,0.268685907919286,0.603873617075272,0.199231346170264,0.555276699623581,2,"scout","inter"
"1383","snazzy",26,38.637446414726,0.223838297203654,0.400763864070103,0.489285604543108,0.228515221762216,2,"medic","prem"
"1384","Vashta",28,38.5891796774841,0.304769524065164,0.362230991971773,0.343423553224608,0.207973073516949,2,"medic","inter"
"1385","Calski",28,38.5814984817051,0.257378137495004,0.383398220079143,0.586043901881751,0.501843856284121,2,"scout","prem"
"1386","Manceloot",29,38.5197409881519,0.252220120840569,0.569805280111024,0.407112351569323,0.343957902535159,2,"scout","high"
"1387","lexx",23,38.5195413945837,0.356139806604612,0.349225352861516,0.483626411639245,0.272236104173314,8,"demoman","prem"
"1388","munch",26,38.5170557367634,0.23380797569952,0.381803202467725,0.453333836272769,0.269171819949654,2,"medic","prem"
"1389","SPACCEE",29,38.4981682019087,0.423125326428648,0.24631651136611,0.387293206901665,0.28088363374295,6,"soldier","prem"
"1390","modus",15,38.4732639367216,0.344779734328354,0.341904359052513,0.334058040061632,0.328017292094501,14,"demoman","prem"
"1391","john the asian",22,38.4383320274469,0.308125558768526,0.466792034998229,0.490624209988484,0.348087916330496,10,"soldier","prem"
"1392","Steak",28,38.4161901565852,0.360292252622758,0.274578925705505,0.377216688852771,0.19757391633871,4,"soldier","inter"
"1393","space",28,38.3621273532977,0.248537896190309,0.683165938180536,0.274412094397095,0.537872818507973,12,"scout","inter"
"1394","yellow.",29,38.341717087026,0.376072725444356,0.344889496350809,0.241960111922816,0.295413327139619,2,"medic","high"
"1395","ALT",24,38.3246098099162,0.387377305060697,0.382070830721279,0.381591350132094,0.244401639141117,2,"soldier","inter"
"1396","Yop.",20,38.2856341480059,0.298009707853858,0.457241817992819,0.308563081474666,0.364287236179682,8,"demoman","prem"
"1397","zildjian",26,38.2706521968841,0.311652610372193,0.429276497004212,0.598374932890532,0.287284783352218,12,"soldier","inter"
"1398","Nocturnal",16,38.2430802780496,0.418443542021597,0.2908724560346,0.280881064471471,0.300858017466791,2,"soldier","prem"
"1399","zildjian",19,38.2327705570345,0.285538877327604,0.53821377826734,0.332992922894868,0.408141987700196,12,"soldier","prem"
"1400","Phantom",27,38.2313112120355,0.318722432445942,0.451524043190145,0.351505227149017,0.407029168138124,10,"scout","inter"
"1401","Mirimu",22,38.2290585912199,0.309908458390814,0.310296780560787,0.310240068941428,0.264711582743781,4,"medic","prem"
"1402","b25",27,38.217861201559,0.324348379696164,0.390425282043698,0.447720862983769,0.356684674937986,12,"scout","prem"
"1403","explode",20,38.2148107035913,0.328932657606579,0.351362078901022,0.385122937611377,0.26052029236098,2,"demoman","prem"
"1404","undrex",25,38.1023273450893,0.345548652575802,0.586672270417424,0.411930402797219,0.432679783732437,2,"soldier","inter"
"1405","Redback",16,38.0359067107612,0.377622559598936,0.308959399260416,0.308065086203124,0.394553787942063,8,"soldier","prem"
"1406","Montgomery Wigglesworth",28,38.0186715346738,0.257002248905738,0.481548556406685,0.436939693481637,0.405818158225734,10,"scout","inter"
"1407","Ghosty",29,38.0086042650979,0.324900480816261,0.432274740973416,0.457294257554657,0.318344066602683,2,"demoman","high"
"1408","kenji",24,37.9590648787485,0.373550465490322,0.495517444338078,0.2172633310992,0.381683804743942,8,"soldier","inter"
"1409","lepingu",17,37.8768304478002,0.405942015138427,0.306752085420375,0.285062547557899,0.317796108038291,10,"soldier","prem"
"1410","Beep",19,37.8307001578945,0.367128233732611,0.367989027464579,0.339313804142668,0.310053755303946,11,"scout","prem"
"1411","JD",27,37.8045968587984,0.309614597647934,0.512158071099553,0.435387931540243,0.361458746746699,4,"soldier","inter"
"1412","Kodyn",27,37.7796354126076,0.352823905675856,0.276661536556031,0.476997156502934,0.318056423100855,12,"soldier","prem"
"1413","lepingu",28,37.6684929137817,0.421916790525777,0.421446955455392,0.288600929763631,0.304488145116469,4,"scout","high"
