"","name","class_primary","total_mins_played","season","kills_per_minute","kills_per_death","ka_d","damage_per_minute","heals_per_minute","damage_per_heal","caps_per_minute","deaths_per_minute","dt_per_minute","dt_per_heal","damage_per_dt","ubers_per_minute","healing_per_minute","drops_per_minute","drops_per_uber"
"89","arnold","medic",357.05,24,0.0364094664612799,0.0977443609022556,1.29323308270677,27.3547122251785,0.268869906175606,101.739583333333,0.249264808850301,0.372496849180787,140.212855342389,521.489583333333,0.195094181331522,0.389301218316762,1116.93600336087,0.0196050973253046,0.0503597122302158
"90","Doge.exe has stopped working","medic",445.166666666667,24,0.0112317484088356,0.0588235294117647,2.78823529411765,7.3186072631973,0,Inf,0.159490827405466,0.190939722950206,95.9977536503182,Inf,0.0762372762372762,0.388618494945713,1185.35829277424,0.0292025458629727,0.0751445086705202
"91","Halfwrong","medic",281.866666666667,24,0.0283822138126774,0.0941176470588235,1.8,7.11329233680227,0.329943235572375,21.5591397849462,0.173841059602649,0.301561021759697,121.344607379376,367.774193548387,0.0586205888372365,0.418637653736991,1187.62180700095,0.0283822138126774,0.0677966101694915
"92","john the asian","medic",195.933333333333,24,0.0510377679482817,0.1,1.38,8.62027900646478,0.0663490983327662,129.923076923077,0.193943518203471,0.510377679482817,167.133378700238,2519,0.0515772437169817,0.372575706022457,1060.17182715209,0.0357264375637972,0.0958904109589041
"93","lock","medic",524.666666666667,24,0.0133418043202033,0.0507246376811594,1.91304347826087,5.80749682337992,0,Inf,0.16010165184244,0.263024142312579,108.141041931385,Inf,0.053702985653354,0.409783989834816,1092.00190597205,0.0247776365946633,0.0604651162790698
"94","T3","medic",229.366666666667,24,0.0217991570992588,0.0454545454545455,0.845454545454545,8.55834907716902,0,Inf,0.165673593954367,0.479581456183694,168.036622583927,Inf,0.0509314514036635,0.388024996366807,1047.06147362302,0.0130794942595553,0.0337078651685393
"95","xander","medic",180.333333333333,24,0.0388170055452865,0.0714285714285714,0.795918367346939,22.0203327171904,0,Inf,0.121996303142329,0.543438077634011,176.706099815157,Inf,0.124615577731752,0.299445471349353,1043.99445471349,0.0277264325323475,0.0925925925925926
"96","arnold","medic",424.75,23,0.0541494997057092,0.188524590163934,2.01639344262295,20.8922895821071,0,Inf,0.202472042377869,0.287227781047675,130.964096527369,Inf,0.159526848472864,0.430841671571513,1164.94408475574,0.0188346085932902,0.0437158469945355
"97","blank","medic",244.466666666667,23,0.106353967821107,0.169934640522876,0.869281045751634,33.6896645759476,0,Inf,0.0859012817016635,0.625852195254977,194.370057267521,Inf,0.173327440705432,0.327242977911099,883.220616307608,0.0245432233433324,0.075
"98","Dave","medic",234.666666666667,23,0.0340909090909091,0.140350877192982,3.19298245614035,10.6576704545455,0,Inf,0.170454545454545,0.242897727272727,127.252840909091,Inf,0.0837519255240774,0.481534090909091,1143.14914772727,0.0213068181818182,0.0442477876106195
"99","frhank","medic",228.383333333333,23,0.0875720645114209,0.238095238095238,1.69047619047619,40.8348536816755,0,Inf,0.109465080639276,0.367802670947968,150.151061811282,Inf,0.271958474279715,0.389695687075823,959.864263300007,0.0131358096767131,0.0337078651685393
"100","Halfwrong","medic",409.683333333333,23,0.017086367519629,0.0451612903225806,1.10967741935484,8.26003824091778,0,Inf,0.178186404133274,0.378340995077499,138.248240510964,Inf,0.0597478724531233,0.402750091534112,1116.94316748708,0.0292909157479354,0.0727272727272727
