"","name","class_primary","total_mins_played","season","kills_per_minute","kills_per_death","ka_d","damage_per_minute","heals_per_minute","damage_per_heal","caps_per_minute","deaths_per_minute","dt_per_minute","dt_per_heal","damage_per_dt"
"114","deft","demoman",286.316666666667,24,0.729960998893998,2.09,2.96,306.24483380872,327.340357413121,0.935554773107988,0.20257290878398,0.349263635834449,231.236975376914,0.706411446496591,1.32437657649493
"115","dogroll","demoman",229.616666666667,24,0.601001669449082,1,1.43478260869565,307.725920011614,304.085069318429,1.0119731320625,0.126297452275532,0.601001669449082,290.022501270233,0.953754493505006,1.06104153527345
"116","drat","demoman",213.466666666667,24,0.665209244222361,1.37864077669903,1.92233009708738,295.381011867583,280.610555902561,1.05263685080383,0.14053716427233,0.482510930668332,249.996876951905,0.890903323817632,1.18153880748042
"117","enrith","demoman",524.666666666667,24,0.638500635324015,1.81081081081081,2.55675675675676,309.202033036849,319.435196950445,0.96796482037268,0.152477763659466,0.352604828462516,240.592757306226,0.753181739529944,1.28516766879768
"118","iven","demoman",277.283333333333,24,0.63112339965138,1.16666666666667,1.60666666666667,290.929855142153,325.652461381259,0.893375268555228,0.133437518783435,0.540962913986897,286.890665384384,0.880971893065184,1.01407919547454
"119","Johva","demoman",159.166666666667,24,0.665968586387435,1.2183908045977,1.57471264367816,299.723560209424,306.433507853403,0.978103087710666,0.157068062827225,0.546596858638744,274.165445026178,0.894697994833313,1.09322150419359
"120","K1ng","demoman",153.75,24,0.858536585365854,1.5,1.81818181818182,343.70081300813,346.920325203252,0.990719736028047,0.169105691056911,0.572357723577236,341.183739837398,0.983464256922702,1.00737747107154
"121","luca$","demoman",390.033333333333,24,0.792239979488933,1.88414634146341,2.47560975609756,323.654388513802,319.570122211777,1.01278050111117,0.146141355439706,0.420476882317751,262.139133407401,0.820286738926374,1.23466643193177
"122","modus","demoman",180.316666666667,24,0.526850910435345,0.736434108527132,0.984496124031008,293.128754968112,307.170718180978,0.954286126958908,0.122007579258712,0.715408078380627,308.435160366023,1.00411641510797,0.950373993095512
"123","ooloops","demoman",198.75,24,0.493081761006289,0.742424242424242,1.12121212121212,268.166037735849,249.021383647799,1.07687955872548,0.226415094339623,0.664150943396226,258.223899371069,1.03695472086962,1.0385020069366
"124","prankmonkey","demoman",134.483333333333,24,0.639484446647664,1.13157894736842,1.39473684210526,297.256165571942,267.03680753501,1.11316551570506,0.0223075969760813,0.565125790060726,256.269674061222,0.959679215860994,1.15993500464253
"125","redcoat","demoman",445.35,24,0.52318401257438,1.46540880503145,2,231.200179633996,310.798248568542,0.743891513864204,0.157179746266981,0.357022566520714,216.461210284046,0.696468565318537,1.06809057997324
"126","sao","demoman",381.633333333333,24,0.838501179142283,1.42222222222222,2.00888888888889,354.133112062189,315.019652371386,1.12416196702767,0.204384662415932,0.589571141584418,305.245873002009,0.96897406464707,1.16015692064691
"127","saturn","demoman",122.933333333333,24,0.593817787418655,0.973333333333333,1.32,303.473427331887,292.491865509761,1.0375448452318,0.130151843817787,0.610086767895878,304.189262472885,1.03999221292099,0.997646744217141
"128","seraph","demoman",372.15,24,0.580411124546554,1.01408450704225,1.44131455399061,304.90393658471,286.266290474271,1.0651059755571,0.150476958215773,0.572349858927852,289.203278248018,1.01025963542156,1.05428935118511
"129","Trumpet","demoman",358.316666666667,24,0.650262802921066,2.02608695652174,2.79130434782609,298.001767524071,325.491418205498,0.915544161400681,0.231638680868878,0.320945160240011,227.550118610168,0.699097137075684,1.30960937020911
"130","undrex","demoman",184.95,24,0.746147607461476,1.35294117647059,1.80392156862745,326.131386861314,309.970262233036,1.05213766156744,0.135171668018383,0.551500405515004,292.587185725872,0.943920180013606,1.11464685663599
"131","wulonggoth","demoman",195,24,0.774358974358974,1.48039215686275,1.92156862745098,329.476923076923,299.54358974359,1.09992980774169,0.215384615384615,0.523076923076923,258.65641025641,0.863501737686395,1.2738014988699
"132","deft","demoman",193.233333333333,23,0.864240124202173,2.19736842105263,2.89473684210526,309.320338105917,293.624288425047,1.05345623744228,0.124202173538037,0.39330688287045,232.837674659307,0.792978250907681,1.32848061877667
