"","finalvar","regmean","finalsmean","regsd","finalsd"
"1","dpm",271.314586681785,254.138933842229,71.308041852396,65.7116190369936
"2","dtm",244.877981622339,231.403105999918,61.464477548337,60.0365829847905
"3","kpm",0.762636239414522,0.679555138790511,0.33445283200066,0.261045727789609
"4","kad",1.84693179611553,1.77915810832731,1.1610260446032,0.965633130186684
"5","kd",1.36744232853002,1.26853708575058,1.26575222274229,0.951309343735085
"6","cpm",0.219780684404738,0.204408178613453,0.190960862629925,0.144063880588759
"7","damageperdt",1.14877479507193,1.12437143379578,0.338543544838467,0.251312468448958
"8","damageperheal",2.29224287392019,2.26387206959897,1.47761680152295,1.55948060701217
"9","hpm",164.499907319146,165.735135329113,98.1139221434535,105.169440587887
